order_item_id,order_id,product_id,quantity,unit_price
310,148,423,2,493.37
311,149,1411,1,142.82
312,149,3185,3,31.85
313,150,2128,3,87.35
314,151,3201,3,492.76
315,151,2904,3,222.45
316,151,4023,1,384.72
317,152,4107,3,327.56
318,153,4617,1,11.82
319,153,2646,1,147.84
320,153,1557,1,485.36
321,154,4527,2,497.63
322,154,4008,2,152.91
323,155,2975,2,396.58
324,156,110,3,336.78
325,157,2223,3,383.33
326,157,2288,3,460.78
327,157,1154,2,212.33
328,158,3551,2,143.98
329,158,3139,2,84.56
330,159,3756,3,398.82
331,159,3569,1,240.56
332,160,3851,1,256.82
333,160,2790,2,322.24
334,161,269,1,434.58
335,162,4073,3,217.78
336,162,661,1,46.53
337,163,4681,1,108.8
338,163,2346,2,83.06
339,163,2192,3,113.42
340,163,3726,1,271.67
341,164,600,3,238.39
342,164,252,1,20.75
343,165,410,3,417.95
344,165,3478,2,352.18
345,165,3458,2,160.02
346,165,3985,2,24.74
347,166,652,2,269.1
348,166,504,1,203.31
349,167,147,3,368.1
350,167,696,3,157.79
351,168,2315,1,285.28
352,169,4035,2,20.73
353,169,3907,1,20.34
354,170,393,3,21.85
355,170,1351,3,415.47
356,170,874,3,180.1
357,171,286,3,252.82
358,171,1862,2,305.2
359,172,4008,2,152.91
360,172,4441,1,60.97
361,172,4142,1,251.86
362,173,4592,1,431.01
363,174,459,2,420.47
364,175,1231,2,93.61
365,175,2599,1,462.99
366,175,2544,2,445.59
367,176,3372,3,117.37
368,176,3647,3,173.75
369,176,3705,1,68.09
370,177,1842,2,29.25
371,177,4704,3,63.32
372,178,530,3,364.67
373,178,941,3,82.62
374,179,2301,1,281.35
375,179,3774,2,284.11
376,180,4139,2,98.51
377,180,4780,2,445.15
378,181,1260,1,482.79
379,181,1108,3,104.25
380,181,167,3,105.16
381,182,1458,3,19.6
382,182,4134,2,444.24
383,182,3341,3,102.27
384,183,2076,1,232.82
385,183,4774,3,493.27
386,184,115,1,435.08
387,184,4189,3,281.02
388,184,65,2,128.17
389,185,2401,3,335.85
390,186,1053,3,130.5
391,187,2719,3,29.44
392,187,524,1,270.24
393,187,1475,2,251.32
394,188,3666,2,481.11
395,188,3966,1,92.42
396,188,4078,2,381.05
397,189,571,2,95.65
398,189,75,3,135.18
399,190,3911,3,158.17
400,190,615,1,481.51
401,190,1494,2,315.47
402,191,3378,3,265.28
403,191,4950,2,281.87
404,191,4076,2,17.92
405,192,1887,2,402.63
406,192,3017,2,458.06
407,193,4693,3,452.6
408,193,3046,1,131.77
409,194,3111,2,60.06
410,195,1441,3,485.52
411,195,4282,1,368.16
412,196,3402,3,366.04
413,197,1677,3,395.09
414,198,3616,2,244.04
415,199,522,2,53.37
416,199,4958,2,372.74
417,200,1646,2,377.42
418,201,3788,2,474.64
419,201,455,3,174.68
420,202,3903,2,237.78
421,202,2019,2,288.08
422,202,4951,1,195.13
423,203,502,2,428.41
424,204,1493,2,323.85
425,204,4816,3,153.35
426,204,4958,3,372.74
427,205,78,1,55.14
428,205,407,1,332.06
429,205,1043,3,29.69
430,205,4702,1,419.81
431,206,3447,1,128.44
432,206,162,1,132.84
433,207,4977,1,360.65
434,208,2894,1,163.06
435,208,3389,2,347.07
436,209,2962,2,370.22
437,209,1063,3,156.38
438,209,4480,2,422.94
439,210,1240,3,335.52
440,210,1212,1,264.67
441,210,4481,3,497.36
442,211,851,2,484.54
443,212,1284,3,231.73
444,212,3364,2,412.47
445,212,4312,3,195.31
446,213,4260,1,267.8
447,213,2011,1,87.9
448,213,842,3,333.0
449,214,3303,2,268.35
450,214,2544,1,445.59
451,215,4605,3,9.17
452,215,4556,2,334.88
453,216,651,1,268.27
454,216,4820,2,84.17
455,217,2708,1,307.81
456,217,1985,1,36.14
457,218,1875,1,26.21
458,219,1395,3,259.79
459,219,4113,1,246.07
460,219,938,2,224.77
461,220,4086,2,170.85
462,220,2007,2,348.19
463,221,2069,2,415.26
464,222,1343,2,254.02
465,222,4876,2,266.45
466,222,623,3,203.82
467,223,2598,3,231.85
468,224,3971,2,340.71
469,224,1900,2,332.15
470,225,2454,3,13.56
471,226,928,2,348.24
472,226,4385,2,226.09
473,226,2074,3,249.71
474,227,2056,2,194.2
475,227,3912,2,224.21
476,228,4159,2,360.14
477,228,2246,2,389.54
478,228,4221,2,496.05
479,229,3059,3,169.6
480,229,4037,3,124.46
481,229,4855,1,456.62
482,230,490,2,408.21
483,231,4510,2,22.15
484,232,2482,2,91.17
485,232,1515,2,37.68
486,233,454,2,15.63
487,233,3330,1,184.1
488,234,2571,3,24.34
489,234,4795,2,102.99
490,234,4438,1,248.08
491,234,165,3,411.12
492,235,2665,3,328.09
493,236,1560,2,456.13
494,237,4223,3,38.81
495,238,4665,3,181.47
496,238,4085,2,441.43
497,239,380,3,255.27
498,239,3635,1,186.98
499,240,3617,3,58.66
500,240,1895,1,471.8
501,240,1491,2,75.67
502,241,2493,3,221.83
503,241,643,2,447.66
504,242,1666,3,344.93
505,242,4785,2,278.01
506,242,4515,1,298.54
507,243,3772,3,23.49
508,243,281,3,264.02
509,244,1643,3,240.01
510,245,3584,3,235.18
511,246,197,2,383.3
512,247,4381,2,61.99
513,247,875,3,71.17
514,247,2602,1,156.2
515,248,4266,3,496.11
516,248,2733,3,473.15
517,248,1839,1,26.85
518,248,3685,1,355.07
519,249,3491,1,303.15
520,249,1575,3,263.78
521,249,4640,2,19.98
522,250,4112,2,98.47
523,250,1673,3,119.93
524,251,3390,1,23.13
525,252,2867,2,448.22
526,252,4622,1,84.62
527,252,2915,3,192.33
528,253,3621,3,152.2
529,253,3944,1,79.61
530,254,4368,3,77.25
531,255,4331,2,177.95
532,255,3667,2,158.95
533,255,1240,3,335.52
534,255,1731,2,426.94
535,256,1253,2,317.4
536,257,2482,1,91.17
537,257,4751,1,371.9
538,258,939,1,90.92
539,259,2257,3,102.19
540,259,3609,3,345.33
541,260,2465,3,450.88
542,260,278,3,223.03
543,261,305,3,24.43
544,261,3150,2,475.88
545,261,2541,3,142.14
546,262,4147,1,55.97
547,263,1350,2,135.11
548,264,1810,1,143.8
549,264,1931,2,320.14
550,264,2863,3,202.67
551,265,3334,3,340.71
552,265,3289,1,407.13
553,266,2925,1,401.22
554,267,4455,3,433.19
555,267,3418,1,91.38
556,267,4062,2,249.32
557,268,418,3,278.94
558,269,948,3,377.08
559,269,3261,3,177.65
560,269,3329,1,76.65
561,270,1480,1,250.16
562,270,4502,2,427.97
563,271,3029,2,94.38
564,272,1043,3,29.69
565,272,3616,2,244.04
566,272,3297,2,211.16
567,272,4862,1,279.78
568,273,4001,2,352.11
569,274,4142,3,251.86
570,275,4064,1,298.07
571,275,771,2,298.35
572,275,3476,1,77.89
573,276,3420,1,194.94
574,276,2728,2,13.9
575,277,4098,2,353.01
576,277,1176,3,354.03
577,277,4912,3,48.1
578,278,4697,1,328.29
579,278,939,3,90.92
580,279,172,3,455.49
581,280,2665,2,328.09
582,280,1350,1,135.11
583,281,2548,2,122.04
584,281,3577,2,185.81
585,282,2314,2,468.71
586,282,1270,2,73.35
587,282,2667,2,73.49
588,283,2096,3,159.25
589,283,1007,2,50.53
590,284,2966,1,212.9
591,285,4183,2,77.5
592,286,589,2,277.74
593,286,1240,1,335.52
594,287,2034,1,447.06
595,288,3355,2,483.43
596,288,1028,2,89.32
597,289,4168,1,19.91
598,290,3751,3,114.86
599,290,2411,1,144.48
600,290,4781,3,28.24
601,291,4055,1,323.77
602,292,38,1,117.84
603,292,2707,2,440.45
604,293,1691,2,143.24
605,293,880,2,144.7
606,294,1699,3,450.75
607,294,4544,3,282.07
608,295,786,2,98.47
609,295,4196,2,224.06
610,295,129,2,470.18
611,295,864,3,338.89
612,296,478,3,345.48
613,296,977,1,374.13
614,297,1975,3,455.69
615,298,710,1,217.62
616,298,2602,1,156.2
617,298,4750,3,409.29
618,299,3254,1,357.82
619,299,311,2,47.23
620,300,4051,3,404.38
621,300,4524,3,46.26
622,301,3492,2,443.67
623,301,814,1,297.08
624,301,2005,2,90.77
625,302,3933,2,214.92
626,302,4768,3,127.3
627,303,1507,2,383.17
628,304,1757,2,347.32
629,305,1606,1,189.77
630,306,4740,1,468.52
631,306,147,3,368.1
632,307,1451,1,476.82
633,307,3259,2,211.49
634,308,2674,3,43.1
635,309,2705,1,298.09
636,310,1431,2,460.73
637,310,2687,1,432.2
638,311,3014,1,375.81
639,311,2390,3,341.17
640,312,2198,2,302.04
641,313,2209,2,449.14
642,314,2945,3,431.48
643,315,4038,1,127.64
644,315,2957,1,218.94
645,316,1543,1,249.49
646,316,947,1,396.16
647,316,3636,3,114.17
648,317,1938,3,306.44
649,317,902,2,442.38
650,317,3071,3,251.07
651,318,3324,1,470.81
652,318,254,3,416.88
653,319,1427,3,419.91
654,319,3140,3,251.95
655,319,447,1,170.79
656,320,1858,1,486.38
657,320,1894,2,321.92
658,321,3678,3,79.28
659,321,992,3,162.47
660,322,903,3,108.94
661,322,4946,3,131.21
662,323,2726,3,170.1
663,323,3384,2,227.07
664,323,3613,1,134.21
665,323,1907,2,45.2
666,324,3541,2,119.37
667,324,1955,1,341.86
668,325,3084,1,330.11
669,325,3924,2,84.26
670,325,802,2,320.85
671,326,1584,2,8.64
672,327,3857,2,474.3
673,327,701,2,321.19
674,328,4041,1,329.69
675,328,2850,2,28.21
676,329,4873,1,32.98
677,329,945,1,273.08
678,329,3286,2,323.35
679,329,4538,1,81.15
680,330,2156,1,11.46
681,331,610,1,248.63
682,331,1671,3,423.46
683,331,3635,2,186.98
684,332,4892,2,433.13
685,332,2632,2,339.62
686,333,1002,2,228.18
687,333,744,1,362.59
688,333,4039,2,42.47
689,334,929,3,194.68
690,334,849,1,59.45
691,335,720,2,223.64
692,336,2930,2,153.58
693,336,3457,1,216.86
694,337,2599,2,462.99
695,338,3586,3,358.25
696,339,1414,3,243.06
697,339,2482,3,91.17
698,340,2390,1,341.17
699,340,3243,2,459.66
700,340,3576,3,447.74
701,341,601,3,415.58
702,341,650,2,263.27
703,341,3463,2,44.86
704,342,2769,1,457.85
705,342,1220,2,204.62
706,343,3480,1,269.84
707,343,2107,1,157.72
708,343,2661,1,389.28
709,344,2651,3,166.3
710,345,854,1,268.18
711,346,1984,2,39.45
712,346,862,3,310.06
713,346,98,3,86.26
714,347,3710,1,318.9
715,347,3079,3,455.97
716,347,439,3,377.77
717,348,2280,3,267.76
718,349,4987,1,332.35
719,349,3841,2,488.87
720,350,4113,2,246.07
721,351,2620,1,388.2
722,352,947,3,396.16
723,353,4626,2,380.67
724,353,175,3,294.76
725,354,4674,1,494.13
726,355,3250,1,22.02
727,356,778,2,431.52
728,356,741,2,412.6
729,356,4890,1,157.73
730,357,213,3,205.36
731,358,730,1,393.75
732,358,1006,3,73.59
733,359,1313,1,252.61
734,360,1123,2,254.21
735,361,952,1,404.7
736,361,2140,2,492.72
737,361,754,1,12.94
738,362,4030,2,394.45
739,362,1905,1,86.3
740,362,4015,1,368.13
741,363,3942,2,143.47
742,363,2138,3,230.96
743,363,917,3,32.66
744,364,2698,1,389.43
745,364,4642,3,412.11
746,365,4485,2,18.94
747,366,1493,2,323.85
748,367,3460,3,420.46
749,368,850,3,170.09
750,368,836,3,410.32
751,369,364,1,293.45
752,370,2363,1,154.54
753,370,849,1,59.45
754,371,4291,2,64.86
755,372,1698,3,297.26
756,373,3602,2,336.35
757,373,4254,3,188.88
758,373,1681,1,186.46
759,374,1152,3,160.83
760,374,3079,1,455.97
761,375,3680,2,251.65
762,375,4452,3,6.36
763,375,2471,3,280.06
764,376,2280,3,267.76
765,376,3586,1,358.25
766,377,3242,1,360.3
767,378,4000,1,460.96
768,379,1675,2,438.2
769,380,1468,3,297.1
770,380,4626,3,380.67
771,381,4847,3,326.95
772,382,3806,2,299.78
773,382,575,2,287.54
774,383,3124,1,147.41
775,383,3367,3,52.9
776,383,3409,3,51.6
777,383,4043,3,292.78
778,384,566,3,133.84
779,384,3529,1,65.02
780,385,935,1,215.23
781,386,633,2,447.7
782,387,417,2,298.58
783,387,120,2,355.3
784,388,3205,1,264.34
785,389,1998,1,363.77
786,390,4715,3,438.12
787,391,981,2,92.56
788,391,1060,1,484.89
789,391,199,3,114.94
790,392,4959,1,233.41
791,393,3395,3,440.89
792,394,3660,1,100.33
793,394,4413,3,281.61
794,395,2962,2,370.22
795,395,696,3,157.79
796,396,1428,3,337.94
797,396,398,2,407.34
798,396,959,2,311.74
799,396,3225,3,236.22
800,397,643,2,447.66
801,397,2484,3,416.71
802,397,273,3,29.41
803,398,2088,2,183.36
804,399,2407,1,270.21
805,399,307,2,32.0
806,400,3155,1,52.13
807,400,4329,2,302.26
808,401,4519,2,165.85
809,401,4760,2,12.17
810,401,4957,1,309.95
811,401,1164,2,256.79
812,401,2311,2,328.33
813,402,3855,2,242.34
814,402,4936,3,245.33
815,403,2891,1,222.82
816,403,1450,3,289.26
817,403,3055,3,217.87
818,404,1969,1,367.59
819,404,892,2,456.53
820,404,2771,1,72.14
821,405,3967,1,85.92
822,405,3173,1,271.25
823,406,4784,1,366.79
824,406,3757,1,458.47
825,406,3294,2,168.5
826,406,3866,2,184.9
827,407,3436,2,134.13
828,407,2318,3,88.52
829,408,4443,3,24.87
830,408,1868,1,320.23
831,408,1518,1,144.21
832,409,4040,3,143.7
833,409,4880,1,407.41
834,410,2181,2,216.56
835,411,2784,3,48.11
836,412,4591,2,499.26
837,412,4122,3,144.51
838,413,3425,2,130.93
839,414,2635,1,440.16
840,415,1039,3,332.63
841,415,4410,2,127.99
842,416,3280,3,223.49
843,416,470,3,175.74
844,417,4726,1,203.33
845,417,1726,2,467.52
846,418,3445,2,431.79
847,418,3666,3,481.11
848,419,4844,2,35.02
849,419,3406,1,354.64
850,420,910,2,247.81
851,421,150,3,49.82
852,422,294,2,474.56
853,422,4410,1,127.99
854,422,2628,2,56.96
855,422,3755,2,46.58
856,423,2760,3,241.09
857,424,1983,3,423.75
858,424,2772,2,389.17
859,425,81,3,181.98
860,425,3681,2,70.15
861,425,1316,1,414.74
862,425,3854,3,38.39
863,426,4158,3,92.47
864,427,3303,1,268.35
865,428,3807,2,443.06
866,429,2339,1,144.44
867,430,3262,1,424.17
868,431,1144,2,342.1
869,432,4804,2,199.11
870,432,916,1,242.81
871,433,2811,3,139.63
872,434,2857,2,356.1
873,435,378,3,349.05
874,435,174,1,106.68
875,436,3935,1,23.38
876,436,2455,1,284.84
877,437,3108,3,77.09
878,437,4729,2,440.83
879,438,1430,2,315.92
880,438,4689,2,340.19
881,439,4912,1,48.1
882,440,1189,1,438.43
883,440,226,1,300.52
884,441,1777,2,169.97
885,441,4702,1,419.81
886,442,2352,1,199.77
887,443,4505,3,362.0
888,444,1469,2,464.66
889,444,3675,1,334.93
890,445,2704,2,378.75
891,446,2277,3,449.14
892,446,2501,2,492.99
893,446,4187,1,10.14
894,446,2016,2,304.89
895,447,4314,2,119.43
896,447,4665,3,181.47
897,448,3995,2,483.41
898,449,1355,2,310.69
899,449,4890,3,157.73
900,450,2595,1,469.44
901,450,3982,3,128.89
902,450,1806,3,380.67
903,451,838,1,132.1
904,451,4644,1,156.53
905,452,1475,2,251.32
906,452,3460,2,420.46
907,453,1717,1,16.0
908,453,3032,1,391.93
909,454,2476,2,181.53
910,454,3026,2,321.48
911,455,538,3,363.5
912,455,3778,1,74.56
913,455,2255,1,351.71
914,456,1911,1,114.15
915,456,56,1,371.75
916,457,363,1,153.37
917,457,684,3,52.88
918,457,47,2,9.19
919,458,4519,3,165.85
920,459,3124,2,147.41
921,460,2565,2,402.16
922,460,697,1,256.02
923,461,254,2,416.88
924,461,267,1,397.49
925,461,2481,1,23.53
926,462,2687,3,432.2
927,463,2245,2,425.99
928,464,2103,2,152.86
929,464,4116,2,88.44
930,465,2138,2,230.96
931,465,467,3,468.15
932,466,4031,1,464.08
933,466,2765,3,409.16
934,466,2113,3,308.57
935,467,3135,1,197.31
936,468,2706,2,371.51
937,469,2672,1,160.56
938,470,2286,3,455.96
939,471,4414,3,223.96
940,471,497,2,270.88
941,472,4193,1,418.52
942,472,3401,2,332.49
943,473,4616,1,210.14
944,473,4137,2,78.46
945,474,3598,2,357.57
946,474,87,3,115.87
947,474,362,1,149.29
948,475,4883,2,147.7
949,475,3830,3,45.54
950,475,3207,1,256.94
951,476,685,2,122.99
952,476,2642,2,63.61
953,476,310,1,326.05
954,476,240,1,25.79
955,477,3677,3,43.9
956,477,3877,2,295.24
957,478,841,3,349.08
958,478,4338,2,491.81
959,479,1306,3,343.26
960,479,1449,1,304.03
961,480,4849,1,230.01
962,480,1238,2,101.12
963,481,3800,3,323.78
964,481,2297,1,216.28
965,482,369,3,40.51
966,482,2829,2,484.96
967,482,4858,2,377.77
968,483,240,1,25.79
969,484,499,1,117.64
970,484,4360,2,253.78
971,485,573,3,423.69
972,485,3305,1,457.77
973,486,511,2,251.46
974,486,1856,2,143.49
975,487,630,2,272.27
976,488,3249,2,298.16
977,488,1580,1,477.44
978,489,1214,2,87.14
979,489,1457,1,267.24
980,489,2673,3,441.51
981,489,2261,1,259.77
982,490,3794,1,137.53
983,491,2356,1,277.61
984,492,4423,3,281.21
985,492,2400,2,161.32
986,493,2566,1,234.49
987,493,3393,3,142.83
988,494,4631,2,183.44
989,494,2007,2,348.19
990,495,2580,1,433.97
991,495,4543,2,140.19
992,495,1988,2,204.99
993,496,3486,2,270.95
994,496,2154,1,408.71
995,497,4469,2,249.32
996,497,2686,2,418.39
997,498,3971,1,340.71
998,498,2519,2,131.93
999,499,108,3,283.33
1000,499,3035,1,266.53
1001,500,460,2,496.92
1002,500,960,1,189.97
1003,500,1545,2,364.94
1004,501,2831,1,134.2
1005,502,987,3,392.19
1006,503,181,2,135.23
1007,503,27,2,345.1
1008,504,4756,1,367.24
1009,504,4946,1,131.21
1010,505,4684,2,443.56
1011,505,4784,2,366.79
1012,506,1236,3,447.66
1013,507,372,1,8.68
1014,507,3596,1,41.83
1015,508,2434,1,251.25
1016,508,710,3,217.62
1017,509,2437,2,256.08
1018,509,1701,2,461.76
1019,510,2582,2,63.78
1020,510,4884,2,164.99
1021,510,2294,3,179.36
1022,511,3126,2,400.93
1023,511,1907,3,45.2
1024,511,884,3,50.01
1025,511,4376,3,140.87
1026,512,1055,1,75.11
1027,512,1626,2,492.08
1028,513,4670,2,100.89
1029,514,1258,2,153.59
1030,515,3110,2,8.96
1031,515,3513,2,400.83
1032,515,4220,1,85.78
1033,516,1313,2,252.61
1034,517,3978,1,109.66
1035,518,354,2,304.2
1036,518,4623,1,258.27
1037,519,2965,3,446.29
1038,519,814,2,297.08
1039,519,4290,1,359.94
1040,520,4321,3,22.29
1041,520,1425,3,114.59
1042,521,4131,1,155.2
1043,521,4290,1,359.94
1044,522,3027,1,27.27
1045,523,616,1,25.77
1046,523,3684,1,288.57
1047,523,4889,3,205.23
1048,524,1778,1,241.1
1049,524,1011,3,305.61
1050,525,2833,3,47.16
1051,526,2226,3,438.85
1052,527,1110,1,284.11
1053,527,3170,1,181.09
1054,527,491,1,490.65
1055,528,3400,2,263.05
1056,529,4086,1,170.85
1057,529,4553,3,30.62
1058,530,1976,1,426.25
1059,530,3595,1,47.26
1060,531,2622,3,19.51
1061,531,3987,1,413.99
1062,531,4428,1,320.41
1063,532,979,2,448.84
1064,533,2065,1,426.44
1065,534,320,2,375.92
1066,535,3609,3,345.33
1067,536,3679,2,444.29
1068,536,2411,2,144.48
1069,537,1026,3,451.63
1070,537,2590,2,78.9
1071,537,2815,1,285.64
1072,538,4999,1,223.65
1073,539,2223,2,383.33
1074,539,358,3,336.45
1075,540,1341,2,302.67
1076,541,1106,3,261.29
1077,541,1663,3,213.14
1078,542,2072,3,499.53
1079,542,3467,2,479.5
1080,542,4105,1,477.86
1081,543,4544,1,282.07
1082,544,2502,2,411.43
1083,544,4749,1,364.81
1084,544,1319,2,398.8
