cart_item_id,cart_id,product_id,quantity,unit_price
302,104,4993,2,58.29
303,104,3092,3,349.2
304,104,1141,3,25.77
305,104,134,1,463.71
306,105,1802,2,488.84
307,105,554,2,345.3
308,105,2835,1,327.56
309,105,4979,1,184.6
310,105,1496,3,343.96
311,105,762,2,442.56
312,106,2922,2,112.71
313,106,3327,3,175.36
314,106,1482,3,414.15
315,106,558,1,63.09
316,106,2990,3,167.99
317,106,4335,1,406.34
318,107,1219,3,140.92
319,107,4499,2,322.49
320,107,3752,1,131.38
321,109,2910,3,346.41
322,109,4516,3,479.07
323,110,2816,2,97.07
324,111,391,1,340.47
325,111,1961,1,315.92
326,111,4769,1,30.25
327,111,280,2,60.08
328,111,3967,1,85.92
329,112,2685,2,344.2
330,112,2847,3,100.33
331,113,4849,1,230.01
332,113,2247,2,200.96
333,113,2968,1,490.95
334,113,2417,2,113.57
335,114,324,1,424.66
336,114,4690,2,456.08
337,114,3639,3,51.15
338,114,273,2,29.41
339,114,3416,2,413.2
340,115,4459,2,288.9
341,115,4749,3,364.81
342,115,1487,2,270.79
343,115,4938,3,310.65
344,115,3789,2,295.69
345,116,2364,2,396.73
346,116,4591,2,499.26
347,116,4929,2,251.6
348,116,2768,2,377.68
349,117,4288,2,158.28
350,117,956,2,89.01
351,117,4013,3,421.15
352,117,1564,1,318.37
353,117,2569,2,29.92
354,117,2111,3,428.51
355,118,1903,1,376.46
356,118,1112,2,250.82
357,119,2160,2,279.21
358,119,3205,3,264.34
359,120,176,2,201.74
360,120,2729,1,462.37
361,120,1570,1,102.9
362,120,1011,2,305.61
363,120,1671,2,423.46
364,122,1503,2,153.43
365,122,4626,1,380.67
366,123,1685,3,119.75
367,123,3445,2,431.79
368,123,354,3,304.2
369,124,1220,3,204.62
370,124,1799,2,346.5
371,124,4670,1,100.89
372,124,2235,1,234.56
373,125,4717,1,363.59
374,125,1074,3,423.33
375,125,2996,3,293.48
376,125,537,2,450.78
377,126,1881,2,424.48
378,126,1799,2,346.5
379,126,2740,1,212.84
380,126,1374,2,17.98
381,126,875,3,71.17
382,126,3203,3,413.31
383,127,3618,1,244.18
384,127,1609,3,130.33
385,127,3672,1,461.64
386,127,4329,3,302.26
387,127,100,1,210.16
388,127,2799,2,272.22
389,130,3659,2,397.52
390,130,2102,3,301.75
391,130,4227,2,95.14
392,130,97,2,318.66
393,130,276,3,462.45
394,130,1914,2,461.93
395,131,4523,3,349.4
396,131,2625,3,298.15
397,132,2715,3,384.39
398,132,1898,2,451.61
399,132,4305,2,108.27
400,132,1428,1,337.94
401,132,197,1,383.3
402,132,433,3,89.74
403,133,4316,2,400.23
404,133,4202,1,197.49
405,133,4241,2,198.31
406,133,859,2,423.4
407,133,1865,2,52.18
408,134,402,3,351.53
409,134,2162,2,262.42
410,134,4746,1,431.05
411,135,3997,2,220.31
412,135,476,2,155.44
413,135,3634,1,155.61
414,135,882,2,405.93
415,136,2212,3,480.12
416,136,1899,3,425.24
417,136,1245,2,395.42
418,137,4880,2,407.41
419,137,4283,2,356.72
420,137,1322,2,147.77
421,137,1665,2,39.79
422,137,2334,2,97.3
423,137,3287,3,109.36
424,138,4344,2,432.21
425,138,1026,3,451.63
426,139,2775,2,16.91
427,139,4845,3,86.09
428,139,2496,1,153.12
429,139,3414,2,179.02
430,140,1604,2,26.84
431,140,2787,3,305.59
432,140,3850,1,209.17
433,140,2874,2,217.32
434,140,2502,2,411.43
435,140,253,3,114.26
436,141,2691,1,249.16
437,141,2924,1,371.35
438,141,4864,1,323.94
439,141,1498,2,407.78
440,141,4114,1,94.71
441,142,3454,2,300.89
442,142,1027,3,473.84
443,146,790,1,39.57
444,146,2879,2,269.06
445,147,1842,3,29.25
446,147,2716,3,161.13
447,147,3533,2,169.03
448,147,1541,2,255.79
449,147,4258,3,136.29
450,148,2265,1,185.51
451,148,1564,3,318.37
452,148,628,1,170.57
453,148,233,2,234.52
454,148,4336,1,440.35
455,149,49,2,499.72
456,151,832,1,336.05
457,151,2144,2,19.89
458,151,1930,3,172.54
459,151,1457,3,267.24
460,153,18,1,218.51
461,153,1048,3,97.74
462,153,4738,3,268.23
463,154,2779,3,85.62
464,154,1513,1,394.55
465,154,2340,2,471.34
466,154,3316,3,165.47
467,154,2032,3,8.75
468,155,4018,1,76.29
469,155,2421,3,422.01
470,155,2493,2,221.83
471,155,449,2,175.89
472,156,881,2,144.16
473,156,1305,1,92.93
474,156,4201,3,205.82
475,158,62,2,387.9
476,158,1629,3,270.15
477,158,3176,2,104.84
478,158,604,1,213.89
479,158,1771,3,487.69
480,159,4730,2,313.49
481,160,3197,3,137.87
482,160,727,3,227.74
483,161,4803,2,475.69
484,161,4385,3,226.09
485,163,1919,2,60.75
486,163,1310,3,425.9
487,163,4701,1,24.44
488,163,1487,1,270.79
489,163,2824,3,489.55
490,164,3219,1,203.09
491,164,2385,2,432.16
492,167,3661,3,192.65
493,167,509,2,251.58
494,167,4679,3,82.53
495,167,1437,3,378.61
496,167,398,3,407.34
497,169,3078,3,288.47
498,169,4898,1,90.46
499,169,2934,3,43.13
500,170,2197,3,165.65
501,170,3588,1,413.2
502,170,2645,3,109.88
503,170,1196,1,192.04
504,171,546,2,199.52
505,172,1072,3,233.34
506,172,1272,1,479.46
507,172,2837,3,311.24
508,172,393,3,21.85
509,172,4625,2,299.37
510,173,452,2,250.68
511,174,677,3,68.48
512,174,2495,3,223.35
513,174,2875,3,112.1
514,174,4221,1,496.05
515,174,3003,2,187.3
516,175,414,2,89.49
517,175,3531,3,405.4
518,175,1285,3,189.53
519,175,4068,2,479.75
520,175,4238,1,25.11
521,175,4799,2,87.27
522,176,4003,3,227.51
523,176,3170,1,181.09
524,176,452,2,250.68
525,176,2907,2,151.98
526,176,1222,2,295.72
527,177,96,2,184.83
528,177,463,1,464.27
529,177,150,1,49.82
530,178,1223,1,369.95
531,178,3546,2,308.5
532,178,1254,2,296.25
533,178,2653,3,171.8
534,178,3321,1,132.48
535,180,2837,3,311.24
536,181,3456,1,113.82
537,181,4732,1,345.03
538,181,4370,2,268.19
539,181,2624,3,105.3
540,182,1154,2,212.33
541,183,517,2,297.28
542,183,4741,1,479.03
543,183,4570,2,52.65
544,183,863,3,370.8
545,183,1332,2,21.26
546,183,4045,3,196.43
547,184,2087,3,130.98
548,185,3867,3,385.45
549,185,2686,3,418.39
550,185,4681,3,108.8
551,186,2676,2,91.84
552,187,4847,3,326.95
553,188,3912,1,224.21
554,188,361,3,73.76
555,188,2342,3,472.65
556,188,148,2,291.56
557,189,4014,2,44.23
558,190,2799,2,272.22
559,190,2999,2,216.5
560,191,4324,1,247.55
561,191,863,1,370.8
562,191,1835,3,304.41
563,192,4764,2,68.96
564,192,2378,3,117.56
565,192,4336,2,440.35
566,192,3221,1,107.97
567,192,2647,1,456.87
568,192,358,1,336.45
569,193,2867,1,448.22
570,193,1502,3,366.83
571,193,445,3,455.45
572,194,2626,1,108.88
573,194,3170,1,181.09
574,194,1433,1,397.85
575,194,1409,2,348.38
576,194,406,1,232.52
577,195,3448,3,101.95
578,195,1676,1,223.88
579,195,4772,3,407.12
580,195,150,3,49.82
581,195,3451,1,452.33
582,195,1085,2,407.68
583,196,630,3,272.27
584,196,3543,2,355.73
585,196,1824,1,368.04
586,196,504,1,203.31
587,198,1532,3,92.67
588,198,473,3,265.02
589,198,3811,1,463.18
590,198,2424,2,244.41
591,198,1760,2,181.35
592,199,4811,1,57.15
593,199,898,2,376.61
594,200,3574,2,234.59
595,200,678,3,365.8
596,200,2956,1,340.03
597,201,3001,3,186.2
598,201,4218,2,459.61
599,201,2005,2,90.77
600,202,2930,2,153.58
601,202,3529,3,65.02
602,202,3858,3,183.94
603,203,2789,3,271.69
604,203,4507,3,41.71
605,203,2163,1,245.22
606,203,532,3,423.75
607,203,3605,1,83.74
608,203,3613,1,134.21
609,204,4350,1,248.53
610,204,4892,3,433.13
611,204,3542,2,356.01
612,204,3761,2,58.33
613,204,340,1,358.27
614,204,3625,2,39.23
615,205,1489,3,261.52
616,205,427,2,462.81
617,205,4532,1,173.57
618,205,497,3,270.88
619,206,2451,2,428.03
620,206,4165,1,213.38
621,208,3317,1,113.86
622,208,4624,2,461.55
623,209,3780,2,419.01
624,209,3089,1,463.29
625,209,4393,2,66.34
626,209,3202,1,97.96
627,210,1931,1,320.14
628,210,2681,2,449.75
629,210,1419,2,306.97
630,211,3228,3,348.18
631,211,3961,3,344.15
632,211,1112,3,250.82
633,211,2522,2,490.16
634,211,1571,3,13.39
635,212,2059,3,456.42
636,212,920,3,440.1
637,212,2789,3,271.69
638,213,595,2,329.62
639,213,1143,2,61.03
640,213,3671,1,458.94
641,213,4841,2,378.24
642,213,237,2,159.49
643,215,3065,2,240.04
644,215,1019,2,66.43
645,215,3657,2,404.91
646,216,392,1,10.92
647,216,2132,1,447.43
648,216,2612,2,486.91
649,216,1054,3,344.46
650,216,174,2,106.68
651,217,4400,1,360.18
652,218,622,3,224.08
653,218,3253,1,349.56
654,218,1524,1,297.21
655,218,2372,1,19.38
656,219,608,3,198.23
657,219,1092,1,296.48
658,220,1887,2,402.63
659,221,622,1,224.08
660,221,2356,2,277.61
661,221,957,2,40.21
662,221,2090,3,140.43
663,221,4002,2,433.86
664,221,4653,3,413.49
665,222,2932,3,68.74
666,222,2484,3,416.71
667,222,2211,1,315.3
668,222,1506,1,112.39
669,223,4421,1,396.38
670,223,1100,1,206.97
671,223,2148,1,256.42
672,224,4414,1,223.96
673,224,3291,3,350.16
674,225,2690,1,303.79
675,226,4679,2,82.53
676,227,3963,2,300.57
677,228,1648,3,378.94
678,228,888,1,54.88
679,228,4706,2,75.22
680,228,2868,2,412.32
681,228,2836,2,157.14
682,230,4731,1,236.67
683,230,1416,2,66.12
684,230,2391,3,371.32
685,230,3906,2,174.96
686,230,2617,3,234.48
687,230,2971,3,113.93
688,231,292,2,73.6
689,231,936,2,185.8
690,231,1463,1,5.86
691,231,4917,3,164.76
692,232,4212,2,51.87
693,232,1537,2,100.36
694,232,2535,2,97.21
695,232,1937,1,378.71
696,232,2432,1,236.21
697,232,2793,1,470.04
698,233,2881,2,481.51
699,235,273,2,29.41
700,235,1073,2,309.53
701,235,1560,2,456.13
702,236,2124,1,328.15
703,236,2130,1,38.3
704,236,266,2,153.65
705,237,1276,1,391.6
706,237,3523,1,180.44
707,237,1239,3,295.49
708,238,1284,2,231.73
709,239,3628,2,391.57
710,239,4282,1,368.16
711,239,4747,2,199.7
712,240,843,1,303.06
713,240,2566,3,234.49
714,240,4000,2,460.96
715,240,3310,1,344.9
716,241,228,1,314.53
717,241,4206,1,62.32
718,241,3488,1,459.74
719,242,3781,1,186.66
720,242,3908,1,260.28
721,242,3487,1,432.94
722,242,4801,1,335.47
723,242,4943,3,19.1
724,242,2386,1,295.94
725,243,2275,2,187.13
726,243,1972,3,397.19
727,244,1724,1,146.8
728,245,3155,1,52.13
729,245,3282,2,353.48
730,245,28,1,200.43
731,245,1889,1,330.1
732,245,3906,1,174.96
733,246,3466,1,364.36
734,246,4550,3,367.21
735,246,1318,2,292.01
736,247,2005,3,90.77
737,248,1847,2,367.98
738,248,2760,3,241.09
739,248,3403,1,319.85
740,248,2591,1,39.66
741,248,3875,2,275.56
742,248,4660,3,334.5
743,249,4514,3,57.55
744,249,1390,2,444.97
745,249,4118,1,120.95
746,249,2002,1,265.87
747,250,1414,2,243.06
748,250,40,3,260.06
749,250,4282,1,368.16
750,250,4092,1,121.52
751,250,2318,2,88.52
752,252,2306,3,334.18
753,252,4701,2,24.44
754,253,2964,2,403.96
755,254,2004,3,377.61
756,254,2341,2,156.15
757,255,2792,3,292.55
758,255,3431,1,237.81
759,255,2072,1,499.53
760,255,3862,1,6.32
761,256,2689,1,379.33
762,256,556,2,315.18
763,256,3294,2,168.5
764,256,4492,1,490.29
765,257,2365,1,213.95
766,257,3454,3,300.89
767,257,2253,1,79.66
768,257,1884,2,432.1
769,258,2556,3,206.5
770,258,2583,1,332.77
771,258,3219,3,203.09
772,259,3447,1,128.44
773,259,1624,2,193.08
774,259,4955,1,249.39
775,260,2537,2,307.55
776,260,991,3,401.66
777,261,1923,3,51.79
778,261,2297,1,216.28
779,262,4576,3,223.47
780,262,2354,3,306.69
781,262,1598,1,444.24
782,263,4823,3,149.09
783,264,1508,1,58.78
784,264,4307,1,394.38
785,264,1124,1,456.46
786,264,597,3,99.45
787,264,83,2,326.18
788,267,3628,3,391.57
789,267,4281,3,301.83
790,268,535,2,19.43
791,268,3989,1,196.37
792,268,2796,2,302.32
793,268,775,2,193.8
794,268,744,2,362.59
795,268,44,2,419.64
796,269,4151,2,115.23
797,269,2472,2,335.95
798,269,1505,1,197.28
799,270,1052,1,388.75
800,270,1356,3,298.51
801,270,2354,2,306.69
802,270,1651,1,269.97
803,271,198,2,492.75
804,271,1598,2,444.24
805,272,423,2,493.37
806,273,2744,1,215.68
807,273,4946,2,131.21
808,273,2000,3,363.89
809,273,2422,1,269.32
810,273,1356,2,298.51
811,273,308,3,390.47
812,274,4425,2,136.42
813,275,3115,1,331.5
814,275,3483,2,252.67
815,275,3774,3,284.11
816,275,4514,3,57.55
817,275,2774,1,288.46
818,275,727,3,227.74
819,276,1318,2,292.01
820,277,1190,2,272.18
821,277,1038,3,373.79
822,277,334,3,421.99
823,278,3832,1,314.12
824,278,767,2,394.55
825,278,3636,3,114.17
826,278,3416,3,413.2
827,278,1831,2,361.86
828,279,2628,2,56.96
829,279,2197,2,165.65
830,279,3836,3,376.57
831,280,2737,1,14.29
832,280,2158,2,308.99
833,280,854,1,268.18
834,281,756,3,408.73
835,281,352,3,199.08
836,281,4359,1,402.78
837,282,1376,3,139.18
838,282,3136,3,26.4
839,283,124,2,163.86
840,283,920,2,440.1
841,283,1583,3,352.4
842,283,1979,1,165.37
843,283,1104,1,30.48
844,283,3003,3,187.3
845,284,4421,2,396.38
846,284,1387,3,212.52
847,284,2393,1,234.99
848,284,3988,2,74.75
849,284,1447,2,414.59
850,285,341,3,169.98
851,285,3085,3,275.02
852,287,3974,3,395.76
853,287,891,1,195.1
854,287,3330,3,184.1
855,287,2951,3,110.23
856,287,974,1,76.59
857,288,4992,3,302.6
858,288,158,2,43.16
859,288,1692,2,304.98
860,288,1538,1,297.95
861,289,852,1,404.37
862,289,1364,1,400.06
863,290,2893,3,484.47
864,290,3932,2,262.18
865,290,2105,2,29.75
866,291,1076,3,346.84
867,291,97,2,318.66
868,291,78,2,55.14
869,291,2059,1,456.42
870,291,4171,3,308.74
871,292,803,1,369.23
872,292,4383,2,209.42
873,293,2207,2,296.99
874,293,2638,2,235.43
875,293,76,3,250.7
876,293,109,2,214.08
877,293,4575,3,413.9
878,293,666,2,65.87
879,294,4451,2,445.18
880,294,4755,1,397.04
881,294,2929,3,95.31
882,295,3794,3,137.53
883,295,2612,2,486.91
884,296,787,3,268.93
885,296,106,2,468.08
886,296,3686,3,299.24
887,296,2105,3,29.75
888,296,2446,3,166.7
889,297,3724,1,316.39
890,297,4835,2,275.46
891,297,3307,2,170.87
892,298,3308,2,319.83
893,298,2600,2,359.09
894,298,1253,1,317.4
895,298,1168,3,147.48
896,298,4850,3,63.31
897,299,1843,2,24.49
898,300,3122,2,468.32
899,300,4398,1,398.19
900,300,3972,3,145.69
901,300,876,2,480.05
902,301,3243,3,459.66
903,301,3565,1,415.92
904,301,2245,1,425.99
905,302,1844,1,309.03
906,302,2028,1,495.1
907,303,4485,1,18.94
908,303,2889,3,103.53
909,303,1497,1,164.22
910,303,4170,1,480.97
911,304,4725,3,290.48
912,304,744,1,362.59
913,304,4047,1,346.39
914,305,398,3,407.34
915,305,4779,2,82.37
916,306,4705,2,7.41
917,306,1906,1,454.13
918,308,2168,3,73.3
919,308,284,3,333.18
920,308,4316,3,400.23
921,308,677,3,68.48
922,308,1411,1,142.82
923,310,1144,2,342.1
924,310,73,3,332.93
925,310,1052,2,388.75
926,310,463,3,464.27
927,310,2742,3,198.51
928,310,1160,2,449.23
929,311,3123,2,19.46
930,311,3056,3,127.52
931,311,4408,2,472.1
932,311,10,1,483.93
933,312,4865,3,121.68
934,312,896,2,87.63
935,312,1631,3,344.97
936,312,864,3,338.89
937,312,1859,2,33.47
938,312,1184,3,62.33
939,313,566,2,133.84
940,313,3112,1,394.79
941,314,3559,2,346.98
942,314,177,3,279.68
943,315,991,1,401.66
944,315,1306,2,343.26
945,315,1625,3,46.07
946,315,894,1,212.02
947,318,2628,1,56.96
948,318,1470,3,186.02
949,320,2313,3,196.13
950,321,304,3,228.55
951,321,45,3,427.64
952,321,4751,1,371.9
953,321,345,1,139.17
954,324,2160,2,279.21
955,324,144,1,126.86
956,325,30,2,494.2
957,325,4180,1,458.89
958,325,2478,2,148.25
959,327,1389,3,189.73
960,328,3494,1,271.33
961,328,2123,1,377.45
962,328,54,2,358.12
963,328,4842,3,309.32
964,328,3283,2,234.21
965,329,276,3,462.45
966,329,4610,3,400.53
967,329,4696,3,221.19
968,329,139,3,130.11
969,329,407,3,332.06
970,330,1018,3,163.46
971,331,270,3,155.87
972,331,1114,2,430.85
973,333,4183,1,77.5
974,334,4589,3,10.93
975,334,3543,1,355.73
976,334,3639,1,51.15
977,335,4119,2,214.17
978,335,3049,2,92.17
979,335,578,3,331.47
980,335,1826,3,351.63
981,336,1094,2,119.61
982,336,3782,3,193.42
983,336,817,1,145.28
984,336,1298,3,236.35
985,337,42,3,353.79
986,337,233,2,234.52
987,337,4524,1,46.26
988,337,612,1,36.51
989,338,236,1,21.59
990,338,3942,3,143.47
991,340,1082,2,330.79
992,340,3704,3,285.97
993,340,2944,1,210.29
994,340,2474,2,32.1
995,340,534,2,282.11
996,341,4588,3,26.48
997,341,1047,1,351.73
998,341,4046,2,478.75
999,342,391,1,340.47
1000,342,4460,3,155.87
1001,342,1556,1,301.56
1002,343,4536,3,148.65
1003,343,450,2,187.23
1004,343,1679,1,37.02
1005,343,4786,2,328.84
1006,343,4602,3,198.69
1007,343,4871,3,278.77
1008,344,3694,1,14.6
1009,345,238,3,321.07
1010,350,1181,3,121.18
1011,350,4777,3,359.99
1012,350,3141,1,123.99
1013,350,1975,1,455.69
1014,350,2257,1,102.19
1015,350,1879,3,470.45
1016,351,2794,2,152.68
1017,351,271,3,80.83
1018,351,3623,2,456.3
1019,351,1326,1,361.96
1020,351,3068,1,297.17
1021,351,2820,2,234.68
1022,352,4183,2,77.5
1023,353,1624,2,193.08
1024,354,4283,2,356.72
1025,354,4856,3,226.68
1026,354,3939,3,460.33
1027,354,199,1,114.94
1028,354,999,3,65.73
1029,354,3818,2,197.07
1030,355,417,1,298.58
1031,355,2959,3,436.15
1032,355,3422,2,78.65
1033,355,3167,1,399.59
1034,356,332,1,153.18
1035,356,2507,2,492.46
1036,356,2556,2,206.5
1037,356,4261,1,451.09
1038,356,70,2,321.96
1039,356,3499,1,81.6
1040,357,3260,2,17.24
1041,357,2614,2,396.36
1042,357,514,3,71.57
1043,357,243,1,281.38
1044,357,4898,3,90.46
1045,357,386,1,240.75
1046,358,3318,3,423.37
1047,358,2442,3,426.05
1048,359,2087,1,130.98
1049,359,1102,2,281.56
1050,359,1025,3,10.15
1051,360,157,2,175.79
1052,360,4180,1,458.89
1053,361,3030,1,478.57
1054,361,819,3,353.55
1055,361,345,2,139.17
1056,362,4170,2,480.97
1057,362,4040,1,143.7
1058,362,2374,3,332.65
1059,362,650,1,263.27
1060,362,3927,3,318.0
1061,362,987,1,392.19
1062,363,2365,1,213.95
1063,363,320,2,375.92
1064,363,1605,1,372.55
1065,364,1938,2,306.44
1066,365,1800,1,285.74
1067,365,4749,3,364.81
1068,365,2933,2,275.59
1069,365,3673,2,389.48
1070,366,3558,3,169.72
1071,367,1017,2,404.68
1072,367,2019,1,288.08
1073,368,4524,1,46.26
1074,369,4484,3,255.73
1075,372,419,1,12.74
1076,372,318,3,23.18
1077,373,4214,2,203.58
1078,373,3552,2,278.88
1079,373,1438,1,158.71
1080,375,444,1,398.27
1081,375,1494,2,315.47
1082,375,364,1,293.45
1083,376,2530,2,480.13
