order_id,user_id,order_date,payment_method,shipping_option_id,status
74,522,2025-06-29T18:01:36,debit_card,1,pending
75,171,2025-09-03T05:16:01,paypal,1,completed
76,909,2025-06-26T20:10:12,debit_card,1,completed
77,834,2025-10-19T22:11:44,debit_card,3,refunded
78,364,2025-09-22T23:15:35,paypal,1,pending
79,421,2025-06-16T21:39:05,credit_card,2,completed
80,48,2025-07-18T19:17:49,credit_card,2,refunded
81,524,2025-07-24T03:04:15,paypal,3,completed
82,500,2025-10-15T03:06:31,credit_card,3,completed
83,238,2025-07-05T03:01:10,credit_card,2,completed
84,912,2025-07-20T20:50:11,bank_transfer,2,completed
85,491,2025-09-12T20:47:48,bank_transfer,2,completed
86,107,2025-10-21T06:40:48,credit_card,3,completed
87,514,2025-06-17T01:19:18,paypal,1,pending
88,314,2025-10-02T09:46:28,debit_card,2,completed
89,406,2025-06-24T18:57:32,bank_transfer,2,completed
90,223,2025-06-10T03:19:54,bank_transfer,1,completed
91,471,2025-09-08T01:28:52,paypal,3,completed
92,850,2025-07-18T22:32:52,debit_card,1,completed
93,715,2025-08-18T05:24:09,paypal,1,completed
94,635,2025-06-25T13:07:31,paypal,2,refunded
95,502,2025-10-06T07:06:16,bank_transfer,2,completed
96,547,2025-11-09T08:57:47,paypal,2,pending
97,589,2025-07-27T14:30:47,debit_card,3,completed
98,482,2025-10-05T16:18:23,credit_card,1,completed
99,691,2025-07-22T19:29:57,bank_transfer,3,completed
100,677,2025-07-20T14:18:33,bank_transfer,1,completed
101,397,2025-09-06T12:29:22,bank_transfer,1,completed
102,880,2025-09-03T14:54:57,bank_transfer,2,cancelled
103,852,2025-11-09T10:46:51,debit_card,3,pending
104,265,2025-07-02T09:42:54,credit_card,3,pending
105,357,2025-06-06T10:31:29,paypal,2,completed
106,209,2025-10-26T11:38:26,paypal,2,completed
107,446,2025-06-20T21:37:21,paypal,3,completed
108,765,2025-09-19T05:36:17,bank_transfer,2,completed
109,793,2025-10-27T05:04:10,bank_transfer,2,refunded
110,181,2025-07-06T12:35:55,paypal,3,pending
111,274,2025-09-21T09:29:23,bank_transfer,3,pending
112,817,2025-06-15T09:12:11,bank_transfer,3,completed
113,647,2025-09-05T20:52:46,bank_transfer,3,cancelled
114,963,2025-06-09T22:03:42,bank_transfer,1,cancelled
115,713,2025-10-21T18:00:45,credit_card,2,completed
116,732,2025-08-17T06:50:58,credit_card,2,completed
117,987,2025-10-17T18:10:23,bank_transfer,1,completed
118,449,2025-10-30T01:15:09,bank_transfer,3,refunded
119,981,2025-09-05T06:35:08,bank_transfer,2,completed
120,216,2025-07-18T10:58:48,credit_card,2,cancelled
121,408,2025-10-24T00:48:30,bank_transfer,1,completed
122,589,2025-11-09T19:19:28,paypal,2,completed
123,394,2025-07-30T12:16:06,debit_card,3,completed
124,815,2025-05-31T18:08:48,credit_card,3,pending
125,639,2025-07-29T22:40:44,credit_card,1,completed
126,416,2025-09-05T20:29:33,credit_card,2,completed
127,995,2025-06-14T02:46:32,bank_transfer,3,completed
128,445,2025-11-08T13:56:37,credit_card,2,completed
129,230,2025-10-11T02:42:33,debit_card,2,pending
130,304,2025-08-27T18:49:35,paypal,1,completed
131,12,2025-08-29T17:37:10,bank_transfer,1,completed
132,911,2025-09-19T20:23:25,credit_card,1,pending
133,560,2025-06-29T15:07:16,debit_card,2,completed
134,442,2025-11-21T05:38:57,bank_transfer,3,completed
135,375,2025-11-04T13:21:12,bank_transfer,3,refunded
136,69,2025-10-13T14:22:52,debit_card,2,pending
137,68,2025-06-20T12:59:29,bank_transfer,3,completed
138,386,2025-11-07T19:16:41,debit_card,3,pending
139,868,2025-06-07T21:23:41,bank_transfer,1,completed
140,277,2025-07-15T02:59:09,debit_card,3,completed
141,45,2025-07-07T09:02:17,paypal,1,completed
142,113,2025-07-25T09:01:27,debit_card,1,completed
143,332,2025-07-18T11:11:43,credit_card,2,pending
144,290,2025-11-20T18:32:50,credit_card,3,pending
145,740,2025-11-14T18:34:37,bank_transfer,3,completed
146,985,2025-10-30T22:20:02,credit_card,1,completed
147,23,2025-10-22T07:45:13,credit_card,1,cancelled
148,702,2025-08-30T10:18:59,debit_card,2,pending
149,838,2025-09-19T08:16:51,paypal,3,cancelled
150,153,2025-11-26T22:00:51,debit_card,1,completed
151,444,2025-08-24T15:43:53,paypal,2,completed
152,217,2025-11-21T20:31:54,paypal,1,completed
153,692,2025-08-17T20:20:21,credit_card,2,completed
154,24,2025-07-30T01:32:38,paypal,3,refunded
155,97,2025-10-10T15:52:42,credit_card,1,completed
156,258,2025-09-05T11:06:49,bank_transfer,1,completed
157,331,2025-07-20T23:38:19,debit_card,2,pending
158,528,2025-07-14T18:04:32,credit_card,3,completed
159,628,2025-10-08T00:27:02,paypal,3,cancelled
160,143,2025-09-26T15:50:18,debit_card,1,pending
161,126,2025-07-13T23:25:41,paypal,2,completed
162,927,2025-10-23T12:12:43,credit_card,1,pending
163,431,2025-10-24T10:23:15,paypal,2,pending
164,285,2025-11-02T07:31:45,paypal,3,completed
165,191,2025-09-27T02:25:10,bank_transfer,3,completed
166,662,2025-06-18T01:58:51,credit_card,3,cancelled
167,565,2025-09-29T12:22:49,paypal,1,completed
168,458,2025-07-29T13:36:15,paypal,3,completed
169,137,2025-09-04T23:12:50,debit_card,3,completed
170,467,2025-08-02T21:44:20,paypal,2,completed
171,899,2025-08-31T00:07:32,credit_card,1,cancelled
172,195,2025-07-14T22:32:19,bank_transfer,3,pending
173,777,2025-06-09T20:32:01,bank_transfer,2,cancelled
174,378,2025-06-10T12:36:38,paypal,2,pending
175,591,2025-05-31T22:01:24,debit_card,3,completed
176,730,2025-06-09T07:25:29,bank_transfer,3,refunded
177,533,2025-07-04T12:06:28,bank_transfer,1,completed
178,736,2025-09-13T07:43:23,paypal,3,completed
179,344,2025-08-07T00:37:39,debit_card,3,completed
180,500,2025-07-03T15:32:23,debit_card,2,completed
181,300,2025-07-05T08:16:00,bank_transfer,3,completed
182,661,2025-10-27T06:04:37,credit_card,1,completed
183,60,2025-08-18T00:17:22,paypal,1,completed
184,717,2025-08-17T14:42:37,credit_card,3,completed
185,647,2025-08-28T12:10:42,bank_transfer,1,completed
186,709,2025-06-29T16:34:31,bank_transfer,2,completed
187,305,2025-07-17T23:42:02,credit_card,2,completed
188,211,2025-09-27T18:59:51,debit_card,2,completed
189,925,2025-10-24T16:47:47,paypal,3,pending
190,663,2025-06-28T14:59:26,credit_card,2,completed
191,88,2025-06-10T09:56:11,credit_card,2,pending
192,156,2025-11-03T14:11:41,credit_card,1,completed
193,513,2025-06-11T22:00:13,credit_card,1,completed
194,905,2025-08-26T19:03:24,bank_transfer,3,completed
195,212,2025-09-07T06:32:25,bank_transfer,3,pending
196,669,2025-06-27T20:05:25,bank_transfer,2,completed
197,695,2025-11-09T00:14:43,bank_transfer,1,completed
198,415,2025-06-08T22:18:40,credit_card,3,completed
199,404,2025-06-01T20:04:09,paypal,1,completed
200,911,2025-08-16T22:59:48,credit_card,1,completed
201,149,2025-10-28T04:57:50,paypal,3,completed
202,111,2025-11-03T23:28:42,paypal,1,pending
203,495,2025-06-20T00:58:54,paypal,3,completed
204,370,2025-09-11T12:06:22,credit_card,2,completed
205,953,2025-11-02T19:03:59,paypal,3,completed
206,218,2025-10-25T16:41:02,debit_card,2,pending
207,256,2025-08-07T11:04:46,paypal,1,completed
208,539,2025-09-20T00:37:57,paypal,1,completed
209,447,2025-06-09T17:38:56,paypal,3,completed
210,685,2025-11-20T15:00:22,debit_card,1,pending
211,951,2025-09-30T22:20:51,paypal,1,completed
212,744,2025-10-08T18:09:10,bank_transfer,2,completed
213,511,2025-09-19T15:54:35,paypal,3,completed
214,972,2025-08-29T05:07:44,credit_card,3,completed
215,766,2025-06-06T18:36:06,credit_card,3,completed
216,499,2025-06-27T13:00:59,paypal,2,completed
217,545,2025-07-09T15:23:06,bank_transfer,1,pending
218,308,2025-08-05T14:48:20,paypal,3,completed
219,976,2025-07-27T09:54:34,debit_card,1,pending
220,1,2025-10-11T22:57:54,bank_transfer,2,completed
221,52,2025-09-06T00:55:50,credit_card,3,completed
222,134,2025-08-13T05:57:40,bank_transfer,3,completed
223,499,2025-08-03T22:19:19,bank_transfer,2,completed
224,118,2025-06-24T10:39:22,credit_card,2,pending
225,374,2025-10-05T08:34:06,bank_transfer,3,completed
226,766,2025-06-27T18:18:46,paypal,2,completed
227,616,2025-08-20T04:34:27,bank_transfer,1,pending
228,285,2025-09-27T14:57:17,debit_card,1,completed
229,393,2025-11-08T08:19:08,credit_card,3,pending
230,130,2025-10-10T09:16:22,credit_card,3,pending
231,604,2025-11-23T19:17:01,paypal,2,completed
232,292,2025-11-18T19:10:50,credit_card,3,completed
233,129,2025-06-11T13:50:05,credit_card,1,completed
234,208,2025-08-23T23:49:57,paypal,3,cancelled
235,191,2025-05-31T02:33:10,bank_transfer,1,completed
236,482,2025-07-20T07:11:52,debit_card,3,pending
237,873,2025-08-10T21:54:37,credit_card,3,cancelled
238,254,2025-08-07T16:54:44,bank_transfer,1,completed
239,953,2025-09-03T06:31:04,credit_card,3,completed
240,616,2025-08-17T01:12:15,credit_card,3,completed
241,365,2025-10-20T14:35:19,debit_card,2,completed
242,436,2025-07-23T02:30:55,credit_card,2,completed
243,285,2025-06-16T19:25:40,credit_card,3,pending
244,513,2025-09-11T06:39:47,bank_transfer,2,completed
245,564,2025-11-26T17:38:59,debit_card,3,completed
246,223,2025-06-21T17:25:01,credit_card,2,completed
247,85,2025-10-10T05:16:07,bank_transfer,3,completed
248,567,2025-08-04T05:54:01,debit_card,2,pending
249,296,2025-07-04T00:42:36,paypal,1,completed
250,544,2025-10-03T05:42:34,bank_transfer,3,completed
251,952,2025-10-26T15:30:30,bank_transfer,1,completed
252,957,2025-08-16T13:38:10,bank_transfer,2,refunded
253,936,2025-09-04T20:20:33,credit_card,1,completed
254,363,2025-11-23T20:13:52,credit_card,1,completed
255,630,2025-07-21T10:58:00,credit_card,1,completed
256,775,2025-08-26T13:42:55,debit_card,1,completed
257,964,2025-10-29T06:19:32,paypal,1,completed
258,416,2025-08-22T06:25:18,credit_card,2,pending
259,352,2025-06-17T17:34:16,bank_transfer,2,completed
260,365,2025-11-16T05:23:26,credit_card,2,completed
261,602,2025-10-23T02:11:08,bank_transfer,1,completed
262,248,2025-09-02T15:00:33,paypal,3,completed
263,943,2025-06-06T22:43:18,bank_transfer,1,completed
264,372,2025-09-04T12:21:18,credit_card,2,completed
265,684,2025-10-10T21:26:02,paypal,3,completed
266,688,2025-06-25T05:38:27,credit_card,3,completed
267,606,2025-07-10T06:15:41,paypal,3,refunded
268,107,2025-09-11T06:33:01,bank_transfer,1,completed
269,594,2025-07-21T14:37:07,debit_card,1,completed
270,229,2025-11-22T22:33:20,paypal,2,completed
271,56,2025-11-01T17:03:02,paypal,2,completed
272,238,2025-10-30T01:17:15,paypal,1,completed
273,789,2025-10-16T09:39:37,paypal,2,pending
274,373,2025-11-17T10:42:10,credit_card,3,completed
275,803,2025-08-04T02:33:50,bank_transfer,1,completed
276,392,2025-11-05T21:16:22,paypal,2,completed
277,269,2025-10-31T17:27:10,debit_card,2,completed
278,293,2025-08-24T21:34:04,credit_card,3,completed
279,838,2025-07-31T10:37:04,credit_card,2,completed
280,194,2025-07-09T23:55:14,bank_transfer,1,completed
281,837,2025-07-28T15:44:40,credit_card,3,pending
282,4,2025-10-14T15:04:24,credit_card,1,completed
283,89,2025-07-07T23:44:02,debit_card,2,completed
284,353,2025-11-09T06:35:58,paypal,2,cancelled
285,888,2025-07-26T18:34:15,credit_card,2,completed
286,663,2025-07-16T00:39:49,credit_card,2,completed
287,211,2025-09-10T05:44:08,debit_card,3,completed
288,417,2025-07-30T01:09:27,bank_transfer,1,completed
289,938,2025-08-09T14:56:27,paypal,2,pending
290,595,2025-06-17T20:15:33,bank_transfer,3,refunded
291,297,2025-09-19T08:49:10,debit_card,1,completed
292,888,2025-08-15T16:02:12,paypal,3,pending
293,665,2025-08-10T14:56:05,debit_card,1,completed
294,612,2025-11-23T18:29:17,debit_card,2,completed
295,227,2025-10-09T23:39:08,credit_card,3,completed
296,838,2025-11-25T01:11:17,debit_card,2,completed
297,513,2025-07-14T08:32:46,paypal,1,completed
298,496,2025-07-11T03:29:30,paypal,2,completed
299,387,2025-08-10T06:28:30,bank_transfer,1,completed
300,935,2025-06-13T00:34:00,debit_card,2,pending
301,135,2025-10-20T18:39:27,credit_card,3,pending
302,129,2025-11-11T04:43:34,paypal,1,completed
303,19,2025-08-18T01:58:25,credit_card,1,completed
304,544,2025-08-17T15:41:23,paypal,1,refunded
305,566,2025-11-03T16:40:31,debit_card,1,completed
306,539,2025-06-04T14:24:58,credit_card,2,pending
307,11,2025-06-26T01:16:40,credit_card,1,completed
308,8,2025-06-19T00:28:08,paypal,2,completed
309,460,2025-06-20T11:51:56,debit_card,1,completed
310,157,2025-06-27T23:22:44,debit_card,1,completed
311,115,2025-09-12T09:20:43,debit_card,3,completed
312,88,2025-07-20T11:22:17,bank_transfer,2,completed
313,560,2025-11-14T04:49:56,bank_transfer,3,pending
314,222,2025-08-16T15:57:21,debit_card,2,pending
315,666,2025-08-25T07:19:06,credit_card,2,pending
316,896,2025-07-22T14:00:05,credit_card,3,completed
317,900,2025-11-07T22:39:27,paypal,3,completed
318,431,2025-09-21T06:15:14,credit_card,1,completed
319,694,2025-10-06T23:19:16,paypal,1,completed
320,80,2025-08-19T20:51:45,debit_card,2,completed
321,97,2025-09-14T05:00:44,debit_card,1,completed
322,303,2025-09-06T13:59:21,paypal,1,completed
323,587,2025-08-27T05:52:23,credit_card,3,pending
324,232,2025-08-25T09:08:49,paypal,1,completed
325,271,2025-10-29T22:11:31,credit_card,1,completed
326,335,2025-08-11T06:07:59,debit_card,2,completed
327,905,2025-08-04T14:53:32,bank_transfer,2,completed
328,197,2025-10-20T02:14:40,bank_transfer,3,completed
329,125,2025-09-07T11:44:19,bank_transfer,3,completed
330,325,2025-10-29T03:30:53,credit_card,2,completed
331,161,2025-09-13T12:41:29,paypal,2,pending
332,918,2025-09-21T03:33:31,credit_card,3,completed
333,671,2025-11-13T11:09:44,paypal,2,completed
334,30,2025-08-20T03:07:37,debit_card,3,pending
335,463,2025-10-03T11:32:39,debit_card,1,completed
336,167,2025-11-19T22:01:31,paypal,2,completed
337,32,2025-11-10T10:10:47,credit_card,3,pending
338,877,2025-10-24T16:24:11,credit_card,3,pending
339,840,2025-10-19T20:19:54,credit_card,1,completed
340,863,2025-11-10T02:28:39,paypal,2,completed
341,150,2025-10-25T22:35:31,credit_card,3,completed
342,57,2025-09-30T12:02:40,paypal,1,completed
343,942,2025-06-03T15:32:16,bank_transfer,2,completed
344,970,2025-08-08T21:04:50,paypal,1,completed
345,842,2025-09-15T03:09:31,credit_card,3,pending
346,658,2025-06-07T20:20:34,bank_transfer,3,pending
347,869,2025-06-05T05:15:58,bank_transfer,3,completed
348,233,2025-11-23T20:56:12,credit_card,3,completed
349,291,2025-07-24T19:45:58,bank_transfer,1,completed
350,778,2025-06-25T13:31:35,credit_card,1,completed
351,160,2025-08-26T22:08:00,credit_card,3,pending
352,261,2025-11-25T10:24:23,debit_card,2,completed
353,336,2025-06-20T16:26:19,bank_transfer,2,completed
354,807,2025-06-11T18:01:24,credit_card,3,completed
355,515,2025-11-09T11:36:12,paypal,2,completed
356,759,2025-06-24T08:52:26,debit_card,2,completed
357,832,2025-06-03T07:45:28,bank_transfer,1,completed
358,546,2025-06-13T04:57:35,bank_transfer,3,pending
359,842,2025-10-27T14:09:45,paypal,3,completed
360,248,2025-11-07T00:10:26,paypal,2,completed
361,3,2025-06-03T23:07:29,paypal,2,completed
362,509,2025-06-12T12:55:00,debit_card,1,completed
363,693,2025-09-09T01:25:24,credit_card,3,completed
364,467,2025-11-10T08:26:12,paypal,1,completed
365,983,2025-09-03T22:41:12,credit_card,3,completed
366,507,2025-06-24T08:49:39,debit_card,2,completed
367,216,2025-08-01T09:37:30,paypal,2,completed
368,804,2025-11-09T02:16:31,debit_card,1,completed
369,76,2025-09-26T07:03:12,debit_card,1,completed
370,890,2025-09-21T16:10:39,paypal,3,pending
371,143,2025-10-26T00:19:12,debit_card,1,cancelled
372,908,2025-05-30T13:38:48,credit_card,3,completed
373,851,2025-10-31T21:52:25,bank_transfer,1,refunded
374,127,2025-10-01T02:51:35,bank_transfer,3,completed
375,529,2025-11-25T08:26:57,debit_card,2,completed
376,558,2025-07-06T21:57:14,credit_card,1,completed
377,557,2025-10-27T03:26:18,debit_card,1,completed
378,314,2025-08-25T19:31:17,paypal,1,completed
379,16,2025-09-05T22:27:11,paypal,2,completed
380,566,2025-11-02T02:23:49,credit_card,3,completed
381,238,2025-07-17T19:11:57,credit_card,1,completed
382,783,2025-10-15T18:31:19,bank_transfer,3,completed
383,789,2025-09-13T03:16:15,paypal,1,completed
384,412,2025-10-03T22:26:33,credit_card,1,completed
385,107,2025-06-28T18:49:17,paypal,3,completed
386,262,2025-06-05T04:50:43,debit_card,2,completed
387,9,2025-10-02T13:14:29,debit_card,1,completed
388,530,2025-10-25T05:16:54,bank_transfer,1,pending
389,849,2025-09-18T14:35:03,paypal,1,completed
390,369,2025-09-06T04:42:58,bank_transfer,2,pending
391,621,2025-11-20T18:42:57,debit_card,2,pending
392,746,2025-11-18T08:17:56,paypal,2,completed
393,868,2025-09-28T19:29:56,paypal,1,cancelled
394,881,2025-09-20T20:48:48,paypal,2,completed
395,458,2025-09-20T20:12:13,debit_card,1,refunded
396,682,2025-09-04T15:38:16,bank_transfer,2,completed
397,754,2025-06-27T22:05:08,credit_card,1,completed
398,552,2025-11-13T16:48:40,bank_transfer,1,completed
399,977,2025-08-08T17:50:23,paypal,3,completed
400,731,2025-08-13T21:38:37,paypal,2,completed
401,750,2025-07-12T14:52:37,paypal,1,completed
402,433,2025-11-12T03:53:44,debit_card,3,completed
403,82,2025-11-04T12:27:31,credit_card,1,completed
404,121,2025-08-24T10:18:38,paypal,3,completed
405,795,2025-07-22T21:34:34,credit_card,3,completed
406,641,2025-11-16T22:35:47,debit_card,3,completed
407,987,2025-08-23T03:17:43,bank_transfer,3,completed
408,518,2025-06-25T00:22:09,paypal,3,completed
409,877,2025-09-26T14:45:36,debit_card,2,cancelled
410,800,2025-07-01T14:15:50,paypal,3,completed
411,995,2025-07-14T09:58:44,paypal,1,pending
412,262,2025-08-15T22:22:50,debit_card,3,completed
413,19,2025-06-15T13:34:16,debit_card,2,completed
414,875,2025-07-03T13:48:37,debit_card,2,completed
415,281,2025-10-20T18:09:28,credit_card,3,completed
416,314,2025-08-05T15:04:39,bank_transfer,2,completed
417,84,2025-06-30T02:32:10,debit_card,2,completed
418,446,2025-07-01T12:51:23,credit_card,3,pending
419,120,2025-11-20T08:02:44,paypal,3,completed
420,678,2025-09-10T20:49:15,bank_transfer,2,refunded
421,35,2025-08-28T14:31:44,bank_transfer,1,completed
422,88,2025-08-26T17:30:20,paypal,2,completed
423,646,2025-10-02T13:03:38,paypal,2,cancelled
424,686,2025-06-12T13:41:14,bank_transfer,3,completed
425,995,2025-10-11T06:48:21,paypal,1,refunded
426,641,2025-05-31T01:43:12,bank_transfer,2,completed
427,510,2025-11-11T10:42:16,paypal,1,completed
428,241,2025-08-14T15:29:52,credit_card,3,completed
429,698,2025-09-09T21:18:14,debit_card,3,cancelled
430,709,2025-08-27T05:14:30,credit_card,2,completed
431,443,2025-08-28T22:46:12,bank_transfer,2,pending
432,503,2025-10-30T15:37:43,paypal,3,refunded
433,968,2025-06-05T15:19:42,paypal,1,pending
434,181,2025-08-31T05:36:35,credit_card,2,completed
435,628,2025-07-28T11:37:14,credit_card,2,completed
436,202,2025-10-02T19:42:50,credit_card,1,completed
437,852,2025-08-08T10:01:00,debit_card,2,completed
438,930,2025-06-23T08:35:54,credit_card,1,completed
439,923,2025-09-21T05:29:16,debit_card,1,refunded
440,270,2025-08-07T17:55:01,paypal,1,refunded
441,577,2025-11-11T17:32:42,bank_transfer,2,completed
442,572,2025-06-07T23:21:26,bank_transfer,2,pending
443,543,2025-07-21T20:00:14,bank_transfer,1,completed
444,797,2025-09-05T04:58:04,debit_card,1,pending
445,701,2025-11-06T14:23:44,debit_card,1,completed
446,203,2025-10-17T15:28:01,bank_transfer,3,completed
447,978,2025-07-07T14:07:31,bank_transfer,3,pending
448,82,2025-10-14T11:45:05,bank_transfer,2,completed
449,264,2025-07-22T11:19:18,bank_transfer,3,completed
450,981,2025-08-21T19:30:33,debit_card,3,completed
451,52,2025-10-22T06:15:31,paypal,1,completed
452,610,2025-09-16T21:50:40,debit_card,2,completed
453,542,2025-11-01T20:19:28,bank_transfer,1,pending
454,678,2025-11-07T05:49:05,credit_card,3,completed
455,864,2025-10-01T03:35:14,debit_card,2,completed
456,927,2025-08-03T17:50:08,bank_transfer,1,pending
457,723,2025-05-31T14:42:37,debit_card,2,completed
458,580,2025-10-14T15:51:35,debit_card,1,pending
459,874,2025-10-18T01:07:25,paypal,1,refunded
460,277,2025-06-02T09:18:44,bank_transfer,2,completed
461,350,2025-07-12T05:24:54,paypal,2,completed
462,916,2025-09-07T22:05:49,credit_card,3,completed
463,991,2025-06-19T16:07:30,credit_card,1,completed
464,497,2025-06-24T15:00:42,bank_transfer,1,pending
465,154,2025-09-06T13:43:52,paypal,1,pending
466,898,2025-09-20T12:42:37,bank_transfer,1,pending
467,164,2025-07-22T12:45:19,credit_card,1,completed
468,378,2025-07-08T06:09:23,credit_card,3,completed
469,933,2025-07-25T05:23:33,debit_card,2,completed
470,269,2025-09-18T20:22:33,credit_card,2,cancelled
471,141,2025-06-20T21:26:09,debit_card,3,completed
472,869,2025-11-16T04:33:50,paypal,1,completed
473,523,2025-09-23T08:26:37,bank_transfer,1,completed
474,154,2025-11-25T14:42:39,bank_transfer,3,completed
475,924,2025-09-20T22:54:52,bank_transfer,2,completed
476,700,2025-11-14T19:31:53,paypal,1,pending
477,705,2025-08-01T18:15:28,credit_card,3,completed
478,184,2025-07-20T20:35:06,paypal,2,completed
479,944,2025-07-26T13:21:58,credit_card,2,completed
480,307,2025-06-30T02:39:06,paypal,1,completed
481,163,2025-08-04T00:29:22,paypal,3,completed
482,917,2025-07-15T09:56:36,credit_card,1,completed
483,705,2025-07-30T08:03:24,bank_transfer,3,completed
484,181,2025-06-09T00:54:34,paypal,2,pending
485,99,2025-11-23T10:33:28,credit_card,1,completed
486,735,2025-11-14T07:07:12,bank_transfer,3,completed
487,634,2025-08-28T08:14:59,credit_card,2,completed
488,723,2025-08-14T01:24:03,bank_transfer,2,completed
489,136,2025-08-26T22:03:31,bank_transfer,3,completed
490,397,2025-06-22T21:09:26,credit_card,3,completed
491,843,2025-06-13T10:34:34,bank_transfer,1,pending
492,773,2025-11-13T05:04:13,credit_card,2,completed
493,984,2025-09-26T10:24:16,debit_card,1,pending
494,547,2025-06-24T08:01:56,bank_transfer,1,completed
495,639,2025-11-25T20:33:37,paypal,2,pending
496,16,2025-10-25T13:08:05,credit_card,1,pending
497,193,2025-11-26T05:11:03,paypal,3,pending
498,306,2025-07-26T23:17:11,credit_card,3,completed
499,164,2025-07-20T00:55:48,paypal,1,completed
500,986,2025-07-12T17:47:22,credit_card,2,pending
501,480,2025-11-07T03:34:42,bank_transfer,3,completed
502,737,2025-08-27T02:28:42,debit_card,3,completed
503,651,2025-09-20T03:43:36,credit_card,2,completed
504,648,2025-11-16T20:54:59,paypal,1,completed
505,822,2025-10-18T13:42:30,bank_transfer,3,completed
506,232,2025-07-19T13:58:34,debit_card,1,completed
507,379,2025-10-12T23:30:30,credit_card,2,refunded
508,309,2025-10-26T23:30:39,bank_transfer,1,completed
509,321,2025-07-13T04:23:32,debit_card,2,completed
