product_id,category_id,name,base_price,stock_qty,created_at
91,1,Fashion Item 91,115.24,329,2025-05-17T16:14:25
92,2,Electronic Item 92,288.65,45,2025-03-16T14:38:45
93,3,Home Decor Item 93,13.8,206,2025-04-30T05:37:07
94,3,Home Decor Item 94,481.77,326,2025-06-24T12:24:55
95,4,Misc Item 95,184.85,27,2025-08-04T14:22:37
96,3,Home Decor Item 96,184.83,231,2025-09-30T03:22:32
97,2,Electronic Item 97,318.66,409,2025-06-30T10:58:57
98,1,Fashion Item 98,86.26,71,2025-05-02T03:01:44
99,1,Fashion Item 99,465.46,201,2025-08-08T14:16:58
100,1,Fashion Item 100,210.16,474,2025-01-06T09:29:07
101,2,Electronic Item 101,296.71,258,2025-09-19T12:45:41
102,2,Electronic Item 102,219.24,299,2025-03-24T12:24:55
103,1,Fashion Item 103,408.55,53,2025-05-12T06:59:01
104,2,Electronic Item 104,195.41,311,2024-12-07T21:53:06
105,4,Misc Item 105,229.16,68,2025-09-17T15:53:44
106,3,Home Decor Item 106,468.08,323,2025-08-07T23:36:33
107,4,Misc Item 107,70.67,363,2024-12-30T00:26:57
108,3,Home Decor Item 108,283.33,298,2025-02-07T15:43:24
109,4,Misc Item 109,214.08,6,2025-03-05T03:02:48
110,1,Fashion Item 110,336.78,102,2025-07-14T01:03:49
111,1,Fashion Item 111,35.71,401,2025-06-28T23:29:45
112,3,Home Decor Item 112,55.73,444,2024-12-16T10:27:56
113,1,Fashion Item 113,393.23,408,2024-12-05T20:27:02
114,2,Electronic Item 114,395.12,350,2025-06-19T10:49:15
115,1,Fashion Item 115,435.08,440,2025-04-14T22:42:40
116,3,Home Decor Item 116,482.32,150,2025-04-12T00:27:48
117,3,Home Decor Item 117,64.08,20,2025-04-21T20:45:40
118,1,Fashion Item 118,235.83,479,2025-09-09T05:28:08
119,3,Home Decor Item 119,314.56,431,2024-12-23T19:57:31
120,1,Fashion Item 120,355.3,269,2025-08-07T00:13:43
121,2,Electronic Item 121,270.83,47,2025-06-01T22:52:11
122,1,Fashion Item 122,150.32,486,2025-01-14T11:36:30
123,1,Fashion Item 123,176.27,123,2025-01-02T08:34:44
124,3,Home Decor Item 124,163.86,468,2025-09-29T16:52:26
125,4,Misc Item 125,411.94,191,2025-03-08T12:24:03
126,1,Fashion Item 126,449.65,98,2025-06-15T12:12:46
127,4,Misc Item 127,387.79,273,2025-11-23T08:05:50
128,3,Home Decor Item 128,387.92,442,2024-12-11T15:28:42
129,2,Electronic Item 129,470.18,382,2024-12-11T01:19:31
130,1,Fashion Item 130,41.26,91,2025-07-21T10:36:14
131,4,Misc Item 131,206.78,230,2025-01-08T16:11:52
132,1,Fashion Item 132,338.28,273,2025-11-23T07:34:11
133,3,Home Decor Item 133,40.93,475,2025-03-15T03:03:32
134,1,Fashion Item 134,463.71,195,2025-05-09T05:48:04
135,1,Fashion Item 135,198.54,408,2025-02-20T20:11:00
136,4,Misc Item 136,10.52,447,2025-02-16T01:46:33
137,1,Fashion Item 137,300.34,275,2025-02-20T03:49:26
138,1,Fashion Item 138,453.29,435,2025-03-10T01:44:12
139,2,Electronic Item 139,130.11,58,2025-08-26T10:16:07
140,2,Electronic Item 140,41.21,343,2025-10-23T21:47:45
141,2,Electronic Item 141,168.77,65,2024-12-18T07:03:29
142,2,Electronic Item 142,450.56,162,2025-03-23T14:30:56
143,1,Fashion Item 143,294.16,289,2025-02-09T17:39:09
144,1,Fashion Item 144,126.86,113,2024-11-27T07:35:28
145,1,Fashion Item 145,367.82,449,2025-03-26T14:04:17
146,2,Electronic Item 146,58.87,330,2025-01-21T03:56:19
147,1,Fashion Item 147,368.1,320,2025-10-19T04:10:41
148,3,Home Decor Item 148,291.56,393,2025-01-28T23:10:37
149,3,Home Decor Item 149,78.57,200,2025-08-04T09:27:23
150,2,Electronic Item 150,49.82,186,2025-03-15T06:32:15
151,1,Fashion Item 151,259.5,228,2025-09-07T00:24:03
152,3,Home Decor Item 152,244.33,183,2025-11-06T22:57:22
153,2,Electronic Item 153,26.19,105,2025-03-06T17:46:14
154,4,Misc Item 154,24.75,332,2025-06-15T03:09:54
155,2,Electronic Item 155,287.23,192,2024-12-27T17:08:30
156,4,Misc Item 156,43.53,128,2025-05-18T22:48:28
157,3,Home Decor Item 157,175.79,405,2025-03-25T08:55:28
158,1,Fashion Item 158,43.16,329,2025-07-06T23:13:20
159,2,Electronic Item 159,360.06,60,2024-12-23T22:32:12
160,2,Electronic Item 160,242.01,107,2025-01-29T01:03:09
161,1,Fashion Item 161,288.88,82,2025-09-19T08:00:08
162,1,Fashion Item 162,132.84,92,2025-03-07T16:09:40
163,4,Misc Item 163,365.35,420,2025-07-05T03:48:04
164,2,Electronic Item 164,238.35,246,2025-08-31T22:56:11
165,3,Home Decor Item 165,411.12,93,2025-01-11T12:19:31
166,4,Misc Item 166,300.28,35,2025-08-01T17:09:11
167,1,Fashion Item 167,105.16,440,2025-03-13T15:38:20
168,1,Fashion Item 168,451.3,307,2025-11-07T11:34:28
169,1,Fashion Item 169,331.4,461,2025-01-22T11:17:18
170,2,Electronic Item 170,188.34,22,2024-12-04T11:37:59
171,3,Home Decor Item 171,193.71,301,2024-12-05T09:56:50
172,3,Home Decor Item 172,455.49,42,2025-07-04T09:08:24
173,1,Fashion Item 173,373.1,3,2025-02-04T11:53:53
174,2,Electronic Item 174,106.68,411,2025-06-18T16:02:15
175,2,Electronic Item 175,294.76,133,2025-02-25T15:30:06
176,4,Misc Item 176,201.74,104,2025-04-29T10:49:18
177,2,Electronic Item 177,279.68,129,2025-06-22T09:53:30
178,3,Home Decor Item 178,428.22,337,2025-09-27T22:33:27
179,1,Fashion Item 179,256.63,402,2025-06-06T10:52:38
180,1,Fashion Item 180,482.46,2,2025-10-12T01:37:55
181,1,Fashion Item 181,135.23,189,2025-10-17T08:44:57
182,4,Misc Item 182,203.32,335,2025-03-05T20:29:35
183,2,Electronic Item 183,222.29,103,2024-12-25T12:03:28
184,3,Home Decor Item 184,257.72,357,2025-07-31T08:31:29
185,3,Home Decor Item 185,487.94,44,2025-07-08T16:22:49
186,2,Electronic Item 186,369.78,35,2025-10-11T10:54:47
187,4,Misc Item 187,177.31,493,2025-07-08T22:41:02
188,4,Misc Item 188,289.58,133,2025-08-29T16:06:00
189,2,Electronic Item 189,173.28,59,2025-03-09T21:32:27
190,3,Home Decor Item 190,483.2,288,2025-03-24T22:03:57
191,3,Home Decor Item 191,448.78,441,2025-11-12T13:22:31
192,3,Home Decor Item 192,118.82,161,2025-04-29T18:04:02
193,1,Fashion Item 193,51.04,344,2025-06-05T04:09:18
194,1,Fashion Item 194,113.19,293,2025-07-13T00:16:06
195,1,Fashion Item 195,124.82,135,2025-08-13T22:34:41
196,3,Home Decor Item 196,181.23,398,2025-10-04T02:33:31
197,2,Electronic Item 197,383.3,277,2025-11-05T13:21:49
198,2,Electronic Item 198,492.75,459,2025-02-05T20:55:14
199,1,Fashion Item 199,114.94,295,2025-09-23T04:57:06
200,2,Electronic Item 200,272.68,257,2025-06-02T16:35:18
201,3,Home Decor Item 201,232.73,352,2025-11-23T06:29:34
202,1,Fashion Item 202,308.33,132,2025-08-23T10:57:02
203,2,Electronic Item 203,308.48,187,2025-08-24T12:45:49
204,3,Home Decor Item 204,189.29,437,2025-05-05T20:44:32
205,3,Home Decor Item 205,361.8,411,2025-07-29T10:42:14
206,3,Home Decor Item 206,370.58,242,2025-11-23T00:29:35
207,3,Home Decor Item 207,153.52,287,2025-02-10T05:11:10
208,1,Fashion Item 208,130.87,429,2025-01-09T03:25:01
209,1,Fashion Item 209,183.35,285,2025-07-18T18:23:36
210,2,Electronic Item 210,341.39,310,2025-08-17T09:55:14
211,2,Electronic Item 211,338.23,249,2025-04-13T04:04:06
212,2,Electronic Item 212,478.51,444,2025-09-02T07:36:01
213,2,Electronic Item 213,205.36,464,2025-10-22T04:02:34
214,1,Fashion Item 214,328.24,363,2025-07-13T08:52:54
215,3,Home Decor Item 215,469.69,382,2025-01-30T11:57:23
216,4,Misc Item 216,66.89,120,2024-12-23T21:45:40
217,1,Fashion Item 217,55.99,32,2025-03-29T10:57:19
218,2,Electronic Item 218,498.03,53,2025-07-15T08:25:08
219,4,Misc Item 219,197.97,117,2025-07-23T20:34:36
220,1,Fashion Item 220,420.07,14,2025-11-09T17:55:52
221,2,Electronic Item 221,436.09,478,2025-07-10T10:57:05
222,1,Fashion Item 222,300.8,323,2025-01-05T10:23:21
223,4,Misc Item 223,243.42,116,2025-10-12T14:50:08
224,2,Electronic Item 224,82.08,5,2025-11-26T11:52:11
225,2,Electronic Item 225,9.12,472,2025-03-20T13:33:13
226,3,Home Decor Item 226,300.52,407,2025-11-23T10:57:48
227,2,Electronic Item 227,85.82,377,2024-12-31T16:44:02
228,1,Fashion Item 228,314.53,264,2025-01-17T21:01:30
229,2,Electronic Item 229,427.47,93,2025-09-18T20:22:46
230,2,Electronic Item 230,139.71,318,2025-03-21T00:05:10
231,1,Fashion Item 231,269.81,95,2025-10-05T20:39:06
232,3,Home Decor Item 232,120.24,77,2025-11-19T12:57:09
233,4,Misc Item 233,234.52,405,2025-11-10T18:53:57
234,1,Fashion Item 234,388.95,36,2025-02-21T13:48:20
235,3,Home Decor Item 235,414.98,62,2024-11-26T21:51:32
236,3,Home Decor Item 236,21.59,235,2025-10-09T11:56:57
237,3,Home Decor Item 237,159.49,165,2025-09-06T08:00:58
238,1,Fashion Item 238,321.07,101,2025-05-27T05:01:36
239,2,Electronic Item 239,165.63,85,2025-07-08T09:38:06
240,1,Fashion Item 240,25.79,401,2024-12-08T13:37:09
241,3,Home Decor Item 241,128.12,255,2025-10-11T08:23:56
242,1,Fashion Item 242,324.06,359,2025-02-26T03:00:47
243,1,Fashion Item 243,281.38,330,2025-06-02T14:57:00
244,2,Electronic Item 244,71.69,460,2025-11-06T13:15:14
245,2,Electronic Item 245,247.6,290,2025-08-23T11:07:50
246,1,Fashion Item 246,416.52,468,2025-02-17T01:05:07
247,2,Electronic Item 247,410.61,277,2025-05-23T14:23:26
248,2,Electronic Item 248,96.84,9,2025-01-13T17:40:03
249,3,Home Decor Item 249,271.78,198,2025-08-21T11:50:33
250,2,Electronic Item 250,164.69,328,2025-06-16T02:54:05
251,1,Fashion Item 251,418.42,66,2025-08-28T05:47:04
252,1,Fashion Item 252,20.75,328,2025-05-12T06:58:08
253,1,Fashion Item 253,114.26,367,2025-10-22T06:26:48
254,4,Misc Item 254,416.88,239,2025-01-04T04:42:47
255,3,Home Decor Item 255,398.15,29,2025-01-15T21:14:43
256,1,Fashion Item 256,111.87,265,2025-10-09T03:14:16
257,1,Fashion Item 257,265.47,127,2025-02-08T08:09:21
258,3,Home Decor Item 258,384.31,295,2025-05-27T14:13:18
259,1,Fashion Item 259,94.3,205,2025-03-13T18:38:05
260,4,Misc Item 260,451.73,281,2025-06-13T17:23:21
261,3,Home Decor Item 261,165.11,123,2025-02-11T11:03:27
262,2,Electronic Item 262,228.94,491,2025-05-08T06:54:58
263,1,Fashion Item 263,71.87,455,2025-06-26T06:41:03
264,4,Misc Item 264,15.74,420,2024-12-08T20:52:33
265,1,Fashion Item 265,181.05,70,2025-07-14T17:33:29
266,1,Fashion Item 266,153.65,292,2025-05-06T10:12:15
267,3,Home Decor Item 267,397.49,88,2025-03-22T09:56:36
268,1,Fashion Item 268,405.13,195,2025-10-18T04:53:14
269,2,Electronic Item 269,434.58,445,2025-08-02T07:09:22
270,2,Electronic Item 270,155.87,21,2025-06-16T11:15:54
271,3,Home Decor Item 271,80.83,344,2025-05-09T14:41:56
272,1,Fashion Item 272,148.44,201,2025-09-13T02:06:37
273,2,Electronic Item 273,29.41,204,2025-07-16T03:49:32
274,3,Home Decor Item 274,69.54,69,2025-03-25T10:33:35
275,2,Electronic Item 275,498.55,268,2025-07-23T22:06:03
276,1,Fashion Item 276,462.45,45,2025-09-30T15:51:54
277,1,Fashion Item 277,175.54,335,2025-11-14T19:49:30
278,2,Electronic Item 278,223.03,473,2025-07-30T23:39:10
279,1,Fashion Item 279,32.0,485,2025-01-14T01:32:47
280,3,Home Decor Item 280,60.08,230,2025-03-31T06:05:42
281,1,Fashion Item 281,264.02,132,2025-02-19T13:20:12
282,3,Home Decor Item 282,335.79,192,2025-02-01T11:44:35
283,1,Fashion Item 283,349.78,138,2025-10-30T13:59:40
284,3,Home Decor Item 284,333.18,467,2024-12-24T17:48:29
285,1,Fashion Item 285,193.45,500,2024-11-29T03:17:48
286,1,Fashion Item 286,252.82,234,2025-02-13T06:08:27
287,1,Fashion Item 287,199.73,80,2025-11-17T18:17:50
288,1,Fashion Item 288,489.23,256,2025-07-09T04:39:56
289,4,Misc Item 289,474.81,115,2025-09-10T18:28:45
290,1,Fashion Item 290,194.19,491,2024-12-14T08:37:29
291,2,Electronic Item 291,216.1,159,2025-01-21T18:56:03
292,1,Fashion Item 292,73.6,277,2024-12-11T23:33:26
293,2,Electronic Item 293,454.96,394,2025-09-13T07:01:50
294,2,Electronic Item 294,474.56,60,2025-08-24T19:21:35
295,3,Home Decor Item 295,440.67,211,2025-04-30T19:52:43
296,1,Fashion Item 296,98.03,67,2025-08-25T05:58:10
297,2,Electronic Item 297,308.12,305,2025-07-31T22:30:57
298,3,Home Decor Item 298,240.92,257,2025-01-21T13:51:22
299,2,Electronic Item 299,73.07,98,2025-08-04T05:44:59
300,4,Misc Item 300,115.16,343,2025-08-15T23:28:31
301,4,Misc Item 301,492.89,443,2025-01-15T13:05:06
302,4,Misc Item 302,216.64,397,2025-11-05T08:47:21
303,2,Electronic Item 303,469.87,292,2025-01-26T11:24:08
304,2,Electronic Item 304,228.55,423,2025-11-05T21:58:36
305,4,Misc Item 305,24.43,198,2025-03-07T07:57:43
306,1,Fashion Item 306,202.03,155,2025-07-03T14:07:34
307,2,Electronic Item 307,32.0,264,2025-09-15T14:02:41
308,1,Fashion Item 308,390.47,480,2024-12-05T11:01:45
309,1,Fashion Item 309,17.33,232,2025-01-28T23:34:16
310,1,Fashion Item 310,326.05,364,2025-09-05T02:25:30
311,2,Electronic Item 311,47.23,362,2025-05-14T12:17:38
312,2,Electronic Item 312,385.29,467,2025-06-08T10:20:03
313,1,Fashion Item 313,357.46,214,2025-06-22T19:39:14
314,1,Fashion Item 314,70.13,103,2025-11-25T08:15:23
315,2,Electronic Item 315,251.83,413,2025-11-24T08:47:14
316,2,Electronic Item 316,240.48,209,2025-04-15T04:01:56
317,1,Fashion Item 317,316.17,419,2025-08-13T05:08:32
318,3,Home Decor Item 318,23.18,437,2025-11-10T09:52:32
319,1,Fashion Item 319,211.39,91,2025-09-05T20:34:09
320,4,Misc Item 320,375.92,184,2025-11-09T03:31:57
321,2,Electronic Item 321,192.57,34,2025-04-22T10:52:52
322,1,Fashion Item 322,348.84,140,2025-06-11T11:44:02
323,3,Home Decor Item 323,307.97,55,2025-02-07T08:01:22
324,2,Electronic Item 324,424.66,132,2025-03-02T09:58:58
325,2,Electronic Item 325,262.25,323,2025-03-17T12:59:30
326,3,Home Decor Item 326,489.73,0,2025-09-28T06:03:00
327,3,Home Decor Item 327,499.5,211,2025-11-03T18:46:13
328,1,Fashion Item 328,104.59,144,2025-07-20T04:27:12
329,3,Home Decor Item 329,61.35,170,2025-06-05T16:30:13
330,3,Home Decor Item 330,101.04,426,2025-06-06T13:28:46
331,2,Electronic Item 331,315.46,456,2025-02-25T18:43:20
332,3,Home Decor Item 332,153.18,371,2024-12-14T19:26:10
333,3,Home Decor Item 333,444.57,181,2025-10-25T01:29:14
334,2,Electronic Item 334,421.99,292,2025-01-20T16:44:22
335,4,Misc Item 335,377.01,361,2025-06-19T05:46:18
336,1,Fashion Item 336,439.14,190,2025-04-09T19:54:17
337,1,Fashion Item 337,190.24,19,2025-08-16T03:33:06
338,3,Home Decor Item 338,452.95,78,2025-08-21T18:32:24
339,3,Home Decor Item 339,75.93,446,2025-10-07T12:07:51
340,2,Electronic Item 340,358.27,267,2025-09-29T06:46:25
341,4,Misc Item 341,169.98,455,2025-11-04T03:10:10
342,2,Electronic Item 342,159.51,456,2025-08-11T19:14:25
343,1,Fashion Item 343,162.98,225,2024-12-19T02:38:23
344,1,Fashion Item 344,12.55,318,2025-02-13T12:12:25
345,2,Electronic Item 345,139.17,482,2024-12-01T20:36:35
346,1,Fashion Item 346,446.66,276,2025-04-14T05:04:35
347,4,Misc Item 347,29.98,196,2025-10-31T03:47:16
348,1,Fashion Item 348,300.08,303,2025-01-08T14:41:27
349,1,Fashion Item 349,103.08,388,2024-12-18T11:29:59
350,2,Electronic Item 350,50.99,410,2024-12-04T13:52:26
351,3,Home Decor Item 351,356.56,238,2025-03-31T22:29:15
352,4,Misc Item 352,199.08,358,2024-12-21T18:53:47
353,2,Electronic Item 353,37.36,57,2025-05-31T13:29:46
354,3,Home Decor Item 354,304.2,65,2025-03-12T03:10:32
355,1,Fashion Item 355,326.48,405,2025-06-25T11:31:35
356,1,Fashion Item 356,125.63,81,2025-03-25T16:56:56
357,3,Home Decor Item 357,297.53,401,2025-04-18T10:16:18
358,1,Fashion Item 358,336.45,378,2024-11-27T10:01:03
359,1,Fashion Item 359,53.34,227,2025-08-28T19:42:29
360,3,Home Decor Item 360,300.22,419,2025-05-16T19:00:09
361,1,Fashion Item 361,73.76,297,2025-01-06T06:54:59
362,2,Electronic Item 362,149.29,315,2025-02-04T14:38:33
363,4,Misc Item 363,153.37,406,2024-12-14T19:50:06
364,4,Misc Item 364,293.45,313,2025-03-10T16:12:25
365,1,Fashion Item 365,451.03,495,2025-10-31T06:53:33
366,1,Fashion Item 366,144.69,15,2025-07-29T15:12:18
367,3,Home Decor Item 367,205.99,222,2025-02-20T23:13:59
368,2,Electronic Item 368,422.45,184,2025-04-28T01:18:23
369,1,Fashion Item 369,40.51,8,2025-09-14T13:12:11
370,1,Fashion Item 370,403.94,440,2025-04-07T08:55:00
371,2,Electronic Item 371,214.94,419,2025-04-10T16:54:58
372,2,Electronic Item 372,8.68,255,2025-07-28T12:39:21
373,2,Electronic Item 373,21.56,19,2025-02-09T13:19:41
374,2,Electronic Item 374,346.8,72,2025-03-02T20:44:59
375,2,Electronic Item 375,306.98,125,2025-03-30T07:57:41
376,2,Electronic Item 376,291.92,313,2025-10-30T18:24:54
377,2,Electronic Item 377,453.5,293,2025-06-10T15:35:40
378,1,Fashion Item 378,349.05,305,2025-06-24T10:23:57
379,2,Electronic Item 379,288.57,336,2025-06-30T08:11:33
380,1,Fashion Item 380,255.27,435,2025-07-07T21:44:47
381,1,Fashion Item 381,132.19,379,2025-09-30T08:56:19
382,3,Home Decor Item 382,188.03,89,2025-07-16T22:19:25
383,1,Fashion Item 383,46.78,74,2025-01-27T01:18:39
384,3,Home Decor Item 384,122.78,225,2025-01-05T00:49:57
385,1,Fashion Item 385,135.88,419,2025-09-29T05:00:39
386,2,Electronic Item 386,240.75,485,2025-02-27T22:24:57
387,2,Electronic Item 387,76.85,445,2025-04-19T06:29:29
388,3,Home Decor Item 388,481.07,349,2025-11-06T03:22:42
389,2,Electronic Item 389,327.77,139,2025-06-08T21:04:51
390,3,Home Decor Item 390,198.62,395,2024-12-16T22:07:11
391,2,Electronic Item 391,340.47,92,2025-06-19T10:59:07
392,3,Home Decor Item 392,10.92,50,2025-03-04T03:08:24
393,1,Fashion Item 393,21.85,317,2025-10-11T04:51:08
394,4,Misc Item 394,320.85,362,2025-09-27T03:46:41
395,3,Home Decor Item 395,450.45,289,2025-08-25T02:53:15
396,3,Home Decor Item 396,42.48,232,2025-07-08T15:22:38
397,1,Fashion Item 397,391.46,141,2025-10-26T16:59:09
398,1,Fashion Item 398,407.34,91,2025-04-16T04:23:47
399,1,Fashion Item 399,248.57,73,2025-02-23T15:13:18
400,4,Misc Item 400,359.12,52,2025-11-10T04:16:06
401,3,Home Decor Item 401,14.29,254,2025-09-11T07:09:11
402,1,Fashion Item 402,351.53,463,2025-05-10T10:00:04
403,2,Electronic Item 403,204.94,372,2025-10-22T11:15:28
404,4,Misc Item 404,409.9,246,2025-09-25T10:16:14
405,3,Home Decor Item 405,203.3,323,2024-12-31T03:37:20
406,1,Fashion Item 406,232.52,392,2025-07-01T07:20:16
407,4,Misc Item 407,332.06,153,2024-12-05T16:43:12
408,2,Electronic Item 408,443.18,224,2025-08-22T01:49:41
409,3,Home Decor Item 409,298.51,250,2025-05-12T04:37:47
410,2,Electronic Item 410,417.95,230,2025-11-19T05:34:28
411,3,Home Decor Item 411,26.19,60,2025-08-10T07:07:02
412,3,Home Decor Item 412,120.33,36,2025-11-09T01:46:05
413,1,Fashion Item 413,326.15,7,2025-08-30T07:53:19
414,2,Electronic Item 414,89.49,302,2025-10-26T03:03:06
415,3,Home Decor Item 415,114.18,411,2025-08-15T15:24:19
416,1,Fashion Item 416,488.05,294,2025-02-21T01:55:23
417,3,Home Decor Item 417,298.58,171,2025-10-26T02:31:37
418,3,Home Decor Item 418,278.94,224,2025-07-25T09:44:01
419,3,Home Decor Item 419,12.74,249,2025-10-17T06:41:31
420,2,Electronic Item 420,404.67,395,2025-03-29T02:18:11
421,1,Fashion Item 421,227.96,122,2025-08-29T08:41:39
422,3,Home Decor Item 422,307.96,45,2025-01-09T19:57:25
423,1,Fashion Item 423,493.37,500,2025-10-09T08:23:20
424,2,Electronic Item 424,315.1,106,2025-07-09T04:59:28
425,3,Home Decor Item 425,484.44,242,2025-03-18T00:30:12
426,2,Electronic Item 426,146.11,222,2025-07-21T18:45:07
427,3,Home Decor Item 427,462.81,90,2025-09-08T05:51:54
428,3,Home Decor Item 428,298.39,166,2025-04-26T23:41:13
429,3,Home Decor Item 429,166.44,50,2025-07-28T15:54:04
430,1,Fashion Item 430,294.62,27,2025-04-18T01:38:46
431,1,Fashion Item 431,189.88,234,2025-08-19T07:54:43
432,1,Fashion Item 432,20.89,291,2025-10-27T20:42:24
433,2,Electronic Item 433,89.74,175,2025-08-06T20:10:36
434,4,Misc Item 434,291.17,283,2025-08-02T03:46:29
